PID,DATA_YEAR,LIVING_AREA,YR_REMODELLED,BED_ROOMS,REMODEL_YEAR,living_area_diff,bedrooms_diff,latitude,longitude
102839000,2018,2952.0,2016.0,8.0,2016.0,112.0,2.0,-71.03587058,42.37975868
102913000,2018,1739.0,2016.0,5.0,2016.0,174.0,1.0,-71.03675058,42.37766868
102925000,2018,1596.0,2016.0,6.0,2016.0,0.0,4.0,-71.03604058,42.37809868
102977000,2022,1648.8,2019.0,4.0,2019.0,268.79999999999995,1.0,-71.03416058,42.37881868
102983000,2022,1992.25,2020.0,5.0,2020.0,764.25,1.0,-71.03358058,42.37903868
103037000,2018,4446.0,2016.0,12.0,2016.0,639.0,3.0,-71.03332058,42.37987868
103185000,2022,2916.0,2019.0,11.0,2019.0,0.0,3.0,-71.03185058,42.38000868
103219000,2018,2838.0,2014.0,8.0,2014.0,0.0,4.0,-71.03325058,42.38112868
103302000,2018,4373.0,2016.0,9.0,2016.0,1052.0,1.0,-71.03244058,42.38212868
103383000,2022,1618.7,2020.0,2.0,2020.0,-45.299999999999955,1.0,-71.03380742,42.38070212
103397000,2020,3373.0,2018.0,8.0,2018.0,545.0,4.0,-71.03472058,42.38181768
103400000,2019,3704.0,2017.0,9.0,2017.0,0.0,4.0,-71.03443058,42.38181868
103648002,2019,4244.0,2017.0,8.0,2017.0,0.0,2.0,-71.03941059,42.37813868
103850000,2019,1800.0,2010.0,4.0,2010.0,0.0,1.0,-71.03678058,42.37091868
103953000,2018,2964.0,2013.0,8.0,2013.0,-636.0,2.0,-71.03669058,42.36931868
104080000,2020,3684.0,2018.0,8.0,2018.0,0.0,2.0,-71.03329058,42.36931868
104286000,2022,1492.0,2020.0,3.0,2020.0,84.0,1.0,-71.01754058,42.38106868
104652000,2022,4326.4,2020.0,7.0,2020.0,983.3999999999996,1.0,-71.03075058,42.36456868
104729000,2013,2892.0,1984.0,7.0,2017.0,0.0,2.0,-71.03440058,42.36579868
104815000,2022,5640.6,2019.0,7.0,2019.0,1092.6000000000004,1.0,-71.03645158,42.36664668
104926000,2018,2450.0,2015.0,6.0,2015.0,-10.0,2.0,-71.03765212,42.36812928
105004000,2023,2050.0,2022.0,4.0,2022.0,586.0,2.0,-71.03290058,42.36624868
105006000,2018,2361.0,2013.0,6.0,2013.0,-54.0,1.0,-71.03304058,42.36612868
105142000,2018,1917.0,2014.0,6.0,2014.0,3.0,2.0,-71.03010258,42.36564568
105180000,2018,1809.0,2014.0,3.0,2014.0,433.0,1.0,-71.03111058,42.36607868
105307000,2018,2850.0,2016.0,8.0,2016.0,542.0,2.0,-71.03704058,42.36903868
105592000,2022,1896.0,2020.0,6.0,2020.0,0.0,2.0,-71.04153059,42.37165868
105594000,2018,1502.0,1979.0,6.0,2019.0,43.0,2.0,-71.04159859,42.37155868
105623000,2018,2790.0,2013.0,6.0,2013.0,-24.0,2.0,-71.04037059,42.37037868
105748000,2018,2463.0,2015.0,6.0,2015.0,-183.0,3.0,-71.03687058,42.37286868
105977000,2020,1923.0,2018.0,5.0,2018.0,0.0,2.0,-71.03753258,42.37678868
106067000,2018,3066.0,2002.0,6.0,2019.0,0.0,2.0,-71.03714058,42.37512868
106427000,2022,3204.0,2019.0,6.0,2019.0,-287.0,1.0,-71.03370058,42.37556868
106427005,2019,3744.0,2017.0,10.0,2017.0,219.0,2.0,-71.03364058,42.37561868
106660000,2011,2949.0,2009.0,10.0,2009.0,0.0,4.0,-71.03316058,42.37839868
106663000,2018,3352.0,2014.0,9.0,2014.0,0.0,3.0,-71.03290058,42.37849868
106686000,2018,3569.0,2016.0,11.0,2016.0,168.0,2.0,-71.03318058,42.37798868
106709000,2018,4157.0,2011.0,11.0,2011.0,725.0,5.0,-71.03340058,42.37755868
106819000,2019,2471.0,2017.0,7.0,2017.0,240.0,1.0,-71.03155058,42.37636868
106820000,2018,2480.0,2012.0,8.0,2012.0,116.0,3.0,-71.03160058,42.37630868
106842000,2022,2385.0,2019.0,6.0,2019.0,660.0,2.0,-71.03150058,42.37678868
106870000,2018,2205.0,2013.0,5.0,2013.0,0.0,2.0,-71.03052058,42.37677868
106933000,2018,3231.0,2013.0,10.0,2013.0,-9.0,4.0,-71.03018058,42.37756868
106971000,2020,3060.0,2018.0,8.0,2018.0,108.0,2.0,-71.03176058,42.37817868
107011000,2022,3255.0,2019.0,9.0,2019.0,0.0,2.0,-71.03183058,42.37889868
107048000,2020,3834.0,2018.0,14.0,2018.0,0.0,7.0,-71.03134358,42.37867068
107057000,2022,2559.0,2020.0,10.0,2020.0,-24.0,4.0,-71.03195058,42.37854868
200139000,2023,2250.0,2021.0,4.0,2021.0,474.0,1.0,-71.06125059,42.37928868
200227000,2020,1930.0,2010.0,4.0,2010.0,241.0,1.0,-71.06264259,42.37876868
200257000,2018,1214.0,2012.0,4.0,2012.0,201.0,1.0,-71.06338059,42.37875868
200388000,2022,2204.4,2017.0,3.0,2017.0,313.4000000000001,1.0,-71.06295059,42.37703868
200406000,2019,2715.0,2017.0,4.0,2017.0,0.0,1.0,-71.06263059,42.37699868
200429001,2020,4519.0,2018.0,7.0,2018.0,1087.0,1.0,-71.06302059,42.37527868
200509000,2018,2232.0,2014.0,3.0,2014.0,0.0,1.0,-71.06584059,42.37729868
200585000,2013,1314.0,2002.0,4.0,2017.0,21.0,1.0,-71.06742059,42.37845868
200588010,2018,1464.0,2016.0,3.0,2016.0,-15.0,1.0,-71.06722059,42.37863868
200658000,2019,1308.0,2017.0,3.0,2017.0,-26.0,1.0,-71.064779,42.37919026
200664000,2019,825.0,2017.0,2.0,2017.0,50.0,1.0,-71.06426059,42.37893868
200673000,2011,1518.0,2009.0,3.0,2009.0,0.0,1.0,-71.06432059,42.37927868
200731000,2023,1279.0,2021.0,4.0,2021.0,0.0,1.0,-71.06763659,42.38048268
200732000,2022,1353.0,2020.0,3.0,2020.0,0.0,1.0,-71.06769559,42.38051468
200914000,2023,2484.0,2021.0,4.0,2021.0,-12.0,1.0,-71.06617059,42.37849868
200937000,2023,2276.0,2021.0,5.0,2021.0,0.0,1.0,-71.06673059,42.37883868
200976300,2013,3417.0,2011.0,7.0,2011.0,517.0,2.0,-71.06714059,42.37997868
201073000,2018,2437.0,2014.0,4.0,2014.0,3.0,1.0,-71.0689206,42.38066868
201406000,2013,3366.0,2011.0,6.0,2011.0,0.0,1.0,-71.0686706,42.38283868
201627000,2018,1478.0,2013.0,4.0,2013.0,433.0,1.0,-71.06377059,42.38098868
202019000,2019,1740.0,2017.0,7.0,2017.0,0.0,2.0,-71.0779506,42.38321868
202062000,2019,2852.0,2017.0,6.0,2017.0,-60.0,3.0,-71.0788966,42.38317468
202078000,2018,2288.0,2016.0,5.0,2016.0,82.0,3.0,-71.0787726,42.38391168
202779000,2022,2572.2,2019.0,4.0,2019.0,-36.80000000000018,1.0,-71.05860059,42.37596868
202782000,2018,1817.0,2015.0,4.0,2015.0,578.0,1.0,-71.05867059,42.37611868
202785000,2022,1926.4,2018.0,4.0,2018.0,-13.599999999999909,1.0,-71.05891659,42.37615868
202816000,2023,1617.0,2021.0,3.0,2021.0,0.0,1.0,-71.05794059,42.37520868
202838000,2019,3606.0,2017.0,7.0,2017.0,0.0,1.0,-71.05761759,42.37528868
203001000,2018,2136.0,2014.0,4.0,2014.0,0.0,1.0,-71.05956059,42.37725868
203052000,2018,2085.0,2014.0,5.0,2014.0,189.0,2.0,-71.06070059,42.37777868
203152000,2019,2022.0,2016.0,3.0,2016.0,-180.0,1.0,-71.06195059,42.37661868
203173000,2020,2122.0,2018.0,4.0,2018.0,-1.0,1.0,-71.06210059,42.37577868
203190000,2019,1275.0,2017.0,3.0,2017.0,-6.0,1.0,-71.06248059,42.37502868
203192000,2022,2550.0,2019.0,4.0,2019.0,348.0,1.0,-71.06258059,42.37491868
203235005,2022,2792.0,2020.0,4.0,2020.0,0.0,1.0,-71.06250959,42.37444368
203255000,2011,1498.0,2009.0,3.0,2009.0,448.0,1.0,-71.06195059,42.37558868
203300000,2018,2826.0,2013.0,4.0,2013.0,-253.0,1.0,-71.06143359,42.37507268
203378000,2023,3152.0,2021.0,4.0,2021.0,911.0,2.0,-71.05971059,42.37502868
203417000,2018,1491.0,2013.0,4.0,2013.0,129.0,2.0,-71.05882059,42.37579868
203441000,2022,2026.8,2019.0,3.0,2019.0,-0.20000000000004547,1.0,-71.05988059,42.37359868
203669002,2018,1911.0,2014.0,3.0,2014.0,0.0,1.0,-71.06267059,42.37422868
203685002,2018,2896.0,2012.0,4.0,2012.0,186.0,1.0,-71.06305159,42.37447168
203777000,2019,2330.0,2017.0,4.0,2017.0,0.0,1.0,-71.06353441,42.37347459
203899000,2018,4242.0,2013.0,6.0,2013.0,-68.0,1.0,-71.06544059,42.37379868
300159000,2020,970.0,2019.0,4.0,2019.0,0.0,1.0,-71.06559259,42.36011767
300206000,2020,2121.0,2018.0,4.0,2018.0,0.0,1.0,-71.06608059,42.36015867
302004000,2018,2949.0,2016.0,4.0,2016.0,0.0,1.0,-71.05505859,42.36758067
302005000,2018,2445.0,2016.0,4.0,2016.0,126.0,1.0,-71.05502659,42.36761768
303123000,2019,3640.0,2017.0,6.0,2017.0,1018.0,2.0,-71.05190059,42.36588867
305806000,2020,1704.0,2012.0,3.0,2021.0,-91.0,1.0,-71.06864059,42.34384867
306050000,2018,0.0,2013.0,6.0,2013.0,-2590.0,2.0,-71.06827684,42.3433668
306981000,2022,2491.4,2019.0,5.0,2019.0,0.40000000000009095,2.0,-71.07077259,42.34144267
400094000,2018,2409.0,2013.0,3.0,2013.0,-111.0,1.0,-71.0742006,42.34569867
400130000,2022,2610.7,2020.0,5.0,2020.0,-0.3000000000001819,1.0,-71.07305059,42.34487867
400138000,2022,2610.7,2019.0,4.0,2019.0,-0.3000000000001819,1.0,-71.07354059,42.34474867
400149000,2018,2672.0,2013.0,5.0,2013.0,95.0,1.0,-71.07419359,42.34457167
400151000,2013,2687.0,2011.0,4.0,2011.0,43.0,1.0,-71.07430059,42.34453867
400252000,2022,2144.6,2020.0,5.0,2020.0,-0.40000000000009095,3.0,-71.07315059,42.34366867
400258000,2018,2447.0,2014.0,4.0,2014.0,0.0,1.0,-71.07275059,42.34382867
400298000,2018,3899.0,2013.0,4.0,2013.0,32.0,1.0,-71.0753476,42.34340467
400303000,2018,3200.0,2015.0,7.0,2015.0,0.0,4.0,-71.0752906,42.34388867
400335000,2018,2903.0,2014.0,4.0,2014.0,-1.0,1.0,-71.0749606,42.34435867
400435000,2013,3972.0,2011.0,5.0,2011.0,-40.0,1.0,-71.0757906,42.34272867
400453000,2023,4051.1,2021.0,5.0,2021.0,0.09999999999990905,1.0,-71.0759606,42.34363867
400467000,2022,3315.9,2020.0,4.0,2020.0,-0.09999999999990905,1.0,-71.0753606,42.34293867
400486000,2018,3457.0,2017.0,5.0,2017.0,110.0,1.0,-71.0762106,42.34217867
400495000,2013,2659.0,2011.0,5.0,2017.0,1.0,1.0,-71.0765906,42.34255867
400498000,2018,4537.0,2017.0,7.0,2017.0,267.0,1.0,-71.0767006,42.34269867
400503000,2023,4130.0,2021.0,6.0,2021.0,0.0,1.0,-71.0769206,42.34292867
400538000,2013,3042.0,1990.0,6.0,2017.0,222.0,1.0,-71.0759006,42.34233867
400544000,2013,4658.0,2011.0,8.0,2011.0,519.0,2.0,-71.0758106,42.34199867
400765000,2013,0.0,2011.0,6.0,2011.0,-3810.0,1.0,-71.0786506,42.34451867
400885000,2013,3797.0,1994.0,5.0,2017.0,129.0,1.0,-71.0814906,42.34455867
400981000,2018,3578.0,2012.0,7.0,2012.0,590.0,2.0,-71.0795106,42.34505867
400983000,2018,3018.0,2015.0,5.0,2015.0,12.0,2.0,-71.0793906,42.34498867
402428000,2018,4339.0,2016.0,4.0,2016.0,203.0,1.0,-71.0801806,42.34311867
402432000,2022,5074.9,2021.0,7.0,2021.0,419.89999999999964,2.0,-71.0799506,42.34295867
402448000,2012,4342.0,2010.0,6.0,2010.0,216.0,1.0,-71.0802706,42.34268867
402490000,2019,3888.0,2017.0,5.0,2017.0,0.0,1.0,-71.0808106,42.34209867
402540000,2011,2925.0,1983.0,3.0,2012.0,214.0,1.0,-71.0817006,42.34171867
402541000,2012,2867.0,2010.0,6.0,2010.0,0.0,2.0,-71.0817506,42.34175867
402550000,2020,2376.0,2018.0,4.0,2018.0,-152.0,1.0,-71.0799106,42.34024867
402552000,2018,2394.0,2016.0,4.0,2016.0,456.0,2.0,-71.0799906,42.34033867
402684000,2018,5699.0,2016.0,9.0,2016.0,1139.0,4.0,-71.0793006,42.34203867
402703000,2011,4096.0,2009.0,5.0,2009.0,82.0,2.0,-71.0784906,42.34184867
402714000,2013,3751.0,2000.0,4.0,2018.0,-193.0,1.0,-71.0780406,42.34136867
402735000,2023,3691.65,2021.0,5.0,2021.0,217.6500000000001,1.0,-71.0775906,42.34151867
402740000,2019,3961.0,2017.0,6.0,2017.0,246.0,2.0,-71.0777806,42.34171867
402791000,2019,2972.0,2017.0,5.0,2017.0,0.0,2.0,-71.0772706,42.34181867
402795000,2012,3062.0,2010.0,5.0,2010.0,0.0,2.0,-71.0771006,42.34162867
402819000,2012,3693.0,2010.0,5.0,2010.0,0.0,2.0,-71.0773006,42.34234867
402828000,2019,3103.0,2017.0,5.0,2017.0,-79.0,2.0,-71.0776906,42.34274867
402830000,2018,2802.0,2016.0,4.0,2016.0,-100.0,1.0,-71.0777706,42.34283867
500216000,2018,2253.0,2016.0,4.0,2016.0,-103.0,1.0,-71.06788059,42.34875867
500855000,2018,2210.0,2012.0,3.0,2012.0,-58.0,1.0,-71.07179059,42.34541867
500960000,2018,1712.0,2017.0,3.0,2017.0,0.0,1.0,-71.07196159,42.34629267
501015000,2020,2603.0,2018.0,4.0,2018.0,0.0,1.0,-71.07187059,42.34721867
501017010,2013,2430.0,2009.0,4.0,2009.0,25.0,1.0,-71.07192968,42.34730862
501683000,2018,2554.0,2016.0,5.0,2016.0,160.0,1.0,-71.06542959,42.35875267
501716000,2018,5528.0,2017.0,8.0,2017.0,0.0,3.0,-71.06847059,42.35855867
501719000,2018,6917.0,2016.0,6.0,2016.0,-362.0,2.0,-71.06919059,42.35867867
501788000,2018,2161.0,2016.0,4.0,2016.0,-115.0,1.0,-71.07041059,42.35940867
501833000,2020,3550.0,2018.0,3.0,2018.0,-515.0,1.0,-71.06826059,42.35895867
501863000,2022,3552.0,2019.0,5.0,2019.0,0.0,1.0,-71.06747059,42.35920867
501886000,2013,2688.0,2004.0,5.0,2018.0,-228.0,1.0,-71.06518959,42.35923167
501902000,2022,1792.0,2019.0,4.0,2019.0,197.0,4.0,-71.06614059,42.35893867
502030000,2022,1490.0,2020.0,3.0,2020.0,0.0,2.0,-71.06933059,42.35982867
502197000,2020,2298.0,2018.0,5.0,2018.0,108.0,1.0,-71.06726059,42.36042867
502308000,2013,3396.0,2011.0,4.0,2011.0,-23.0,1.0,-71.07125059,42.35631867
502342000,2018,4640.0,2016.0,5.0,2016.0,0.0,1.0,-71.07149059,42.35704867
502372000,2018,2267.0,2016.0,4.0,2016.0,0.0,1.0,-71.07138059,42.35745867
502380000,2013,2576.0,2000.0,4.0,2017.0,0.0,1.0,-71.07069059,42.35741867
502392000,2018,3991.0,2016.0,5.0,2016.0,0.0,1.0,-71.07119059,42.35864867
502411000,2023,1836.5,2020.0,4.0,2020.0,-0.5,1.0,-71.07114059,42.35804867
502908000,2020,4789.0,2013.0,5.0,2021.0,0.0,1.0,-71.0773606,42.35298867
503447000,2020,5409.0,2018.0,5.0,2018.0,67.0,1.0,-71.0846106,42.35149867
503556000,2012,4417.0,2009.0,6.0,2009.0,-193.0,3.0,-71.0855206,42.35081867
503559000,2022,3602.4,2019.0,5.0,2019.0,0.40000000000009095,2.0,-71.0852106,42.35093867
601050000,2013,3840.0,2010.0,7.0,2010.0,1360.0,1.0,-71.05041059,42.33667867
601275000,2023,2582.0,2021.0,4.0,2021.0,-89.0,2.0,-71.05190059,42.34167867
601676000,2018,1660.0,2013.0,4.0,2013.0,398.0,1.0,-71.04735059,42.33807867
601809000,2018,2997.0,2015.0,5.0,2015.0,1626.0,2.0,-71.04527139,42.33682421
602436000,2023,2040.0,2021.0,5.0,2021.0,0.0,1.0,-71.03568058,42.33325867
602513000,2023,3528.0,2021.0,7.0,2021.0,306.0,1.0,-71.03422058,42.33247867
602516000,2023,3182.0,2021.0,6.0,2021.0,233.0,1.0,-71.03449958,42.33247867
602584000,2018,3468.0,2013.0,7.0,2013.0,966.0,1.0,-71.03346058,42.33408867
603275000,2022,2242.0,2020.0,4.0,2020.0,303.0,1.0,-71.03760058,42.33704867
603310000,2022,1462.0,2020.0,3.0,2020.0,374.0,1.0,-71.03966058,42.33656867
603633000,2023,2134.0,2021.0,5.0,2021.0,0.0,1.0,-71.03110058,42.33647867
603656000,2019,2135.0,2017.0,5.0,2017.0,18.0,2.0,-71.03110058,42.33641867
603797010,2019,1638.0,2017.0,4.0,2017.0,432.0,1.0,-71.02780158,42.33687467
603800010,2018,2020.0,2016.0,6.0,2016.0,0.0,2.0,-71.02823858,42.33676167
603856000,2018,2817.0,2013.0,5.0,2013.0,513.0,1.0,-71.02701058,42.33654567
603893000,2020,2160.0,2018.0,5.0,2018.0,0.0,2.0,-71.02701058,42.33648867
604008000,2018,2622.0,2013.0,6.0,2013.0,474.0,3.0,-71.03312058,42.33410867
604063000,2023,1657.45,2021.0,6.0,2021.0,0.4500000000000455,1.0,-71.03312058,42.33353867
604072000,2018,2332.0,2012.0,4.0,2012.0,116.0,1.0,-71.03268758,42.33301867
604117000,2023,3114.0,2021.0,9.0,2021.0,0.0,4.0,-71.03132058,42.33251867
604268000,2023,1822.0,2021.0,4.0,2021.0,0.0,2.0,-71.02940058,42.33518867
604498000,2019,4229.0,2015.0,6.0,2015.0,430.0,1.0,-71.02580058,42.33511867
700188000,2018,3465.0,2012.0,9.0,2012.0,0.0,3.0,-71.05580059,42.33174867
700207000,2018,1716.0,2016.0,4.0,2016.0,0.0,2.0,-71.05437059,42.33123867
700295000,2020,3258.0,2018.0,10.0,2018.0,0.0,3.0,-71.05349059,42.33458867
700357000,2023,1620.0,2021.0,5.0,2021.0,0.0,2.0,-71.05370059,42.33402867
700358000,2023,1620.0,2021.0,5.0,2021.0,0.0,2.0,-71.05366059,42.33399867
700400000,2023,1919.0,2021.0,6.0,2021.0,0.0,1.0,-71.05232959,42.33291267
700574000,2022,1605.6,2014.0,3.0,2014.0,-0.40000000000009095,1.0,-71.05363059,42.33008867
700631000,2019,2112.0,2017.0,4.0,2017.0,178.0,1.0,-71.05487059,42.33015867
700841000,2022,3331.15,2018.0,9.0,2018.0,763.1500000000001,5.0,-71.04840259,42.33475667
700998000,2018,2390.0,2015.0,4.0,2015.0,522.0,2.0,-71.04510058,42.33402867
701059000,2018,1980.0,2016.0,4.0,2016.0,0.0,1.0,-71.04657059,42.33422867
701086000,2022,3578.45,2019.0,7.0,2019.0,701.4499999999998,2.0,-71.04765059,42.33400567
701150000,2022,2806.0,2021.0,8.0,2021.0,1200.0,3.0,-71.05027059,42.33313867
701216000,2013,1102.0,2008.0,3.0,2016.0,0.0,1.0,-71.04920059,42.33283867
701295000,2020,2266.0,2016.0,5.0,2016.0,0.0,2.0,-71.04813059,42.33282867
701319000,2018,2955.0,2015.0,6.0,2015.0,711.0,1.0,-71.04759059,42.33153867
701328000,2023,2151.0,2021.0,4.0,2021.0,480.0,1.0,-71.04805059,42.33168867
701359020,2022,2850.0,2019.0,4.0,2019.0,0.0,1.0,-71.04719059,42.33213867
701449000,2018,5442.0,2015.0,6.0,2015.0,896.0,1.0,-71.04493058,42.33203867
701451000,2023,3661.0,2021.0,9.0,2021.0,703.0,3.0,-71.04457058,42.33217867
701497000,2022,2448.0,2020.0,7.0,2020.0,0.0,2.0,-71.04294058,42.33064867
701498000,2022,2340.0,2020.0,7.0,2020.0,-50.0,2.0,-71.04302058,42.33064867
701592000,2023,4600.85,2021.0,6.0,2021.0,2392.8500000000004,2.0,-71.04352058,42.33200867
701667000,2018,1903.0,2015.0,4.0,2015.0,210.0,1.0,-71.04213058,42.33288867
701817000,2018,2988.0,2016.0,6.0,2016.0,1296.0,2.0,-71.04358058,42.33449867
701979000,2018,1782.0,2013.0,4.0,2013.0,130.0,1.0,-71.04002058,42.33181867
702029000,2018,3244.0,2013.0,8.0,2013.0,0.0,2.0,-71.04070058,42.33125867
702064000,2018,2550.0,2016.0,5.0,2016.0,1168.0,3.0,-71.03786058,42.33048867
702067000,2022,2648.0,2021.0,5.0,2021.0,410.0,1.0,-71.03749058,42.33071867
702076000,2023,3609.0,2021.0,5.0,2021.0,0.0,1.0,-71.03867558,42.33079267
702142000,2018,2773.0,2013.0,8.0,2013.0,-25.0,1.0,-71.03968058,42.33208867
702177000,2023,2958.6,2021.0,7.0,2021.0,-0.40000000000009095,3.0,-71.03805058,42.33240867
702342000,2019,2663.0,2017.0,5.0,2017.0,0.0,1.0,-71.03706058,42.33154867
702350000,2020,3067.0,2018.0,5.0,2018.0,304.0,3.0,-71.03708058,42.33209867
702387000,2023,4455.0,2019.0,9.0,2019.0,828.0,2.0,-71.03579058,42.33080867
702429000,2023,4005.0,2021.0,9.0,2021.0,0.0,1.0,-71.03543058,42.33008867
702449000,2018,3257.0,2014.0,5.0,2014.0,359.0,1.0,-71.03452058,42.33050867
702522000,2011,1722.0,2009.0,4.0,2009.0,0.0,2.0,-71.03393058,42.33099667
702529000,2018,3057.0,2015.0,7.0,2015.0,675.0,2.0,-71.03440058,42.33079867
702542000,2023,1875.0,2021.0,4.0,2021.0,-15.0,1.0,-71.03440058,42.33202867
702549000,2022,1968.0,2020.0,6.0,2020.0,54.0,2.0,-71.03421058,42.33219867
702562000,2012,3486.0,2010.0,8.0,2010.0,-60.0,2.0,-71.03344058,42.33188867
702637000,2023,6340.0,2021.0,8.0,2021.0,3403.0,2.0,-71.03168058,42.33167867
702645000,2022,1939.2,2019.0,5.0,2019.0,209.20000000000005,2.0,-71.03301058,42.33082867
702698001,2022,3590.0,2014.0,8.0,2014.0,475.0,3.0,-71.03084958,42.33168367
702743000,2018,1356.0,2013.0,4.0,2013.0,112.0,2.0,-71.05605059,42.32327867
702823000,2023,3834.0,2021.0,12.0,2021.0,0.0,3.0,-71.05621059,42.32149867
702953020,2023,4362.0,2021.0,14.0,2021.0,0.0,5.0,-71.06051059,42.32074867
702970010,2022,5822.0,2019.0,15.0,2019.0,0.0,9.0,-71.06118059,42.32124867
703050000,2019,3675.0,2012.0,12.0,2012.0,81.0,6.0,-71.05817059,42.32158867
703054000,2018,2835.0,2016.0,6.0,2016.0,0.0,1.0,-71.05874059,42.32179867
703066000,2022,1746.6,2020.0,6.0,2020.0,-0.40000000000009095,2.0,-71.06051059,42.32240867
703067000,2020,1940.0,2018.0,4.0,2018.0,193.0,1.0,-71.06064059,42.32245867
703080000,2023,4752.0,2021.0,12.0,2021.0,0.0,1.0,-71.05842059,42.32041867
703161000,2022,3110.8,2020.0,7.0,2020.0,-0.1999999999998181,2.0,-71.05956059,42.32360867
703167000,2022,2052.8,2020.0,4.0,2020.0,-0.1999999999998181,1.0,-71.05964159,42.32407167
703187000,2018,4034.0,2015.0,9.0,2015.0,225.0,3.0,-71.05704059,42.32375867
703208000,2022,3912.0,2020.0,9.0,2020.0,0.0,3.0,-71.05930059,42.32455867
703230000,2019,4458.0,2017.0,13.0,2017.0,215.0,4.0,-71.05705059,42.32425867
703246000,2022,3759.0,2021.0,12.0,2021.0,0.0,3.0,-71.05904059,42.32501867
703284000,2020,3870.0,2018.0,9.0,2018.0,0.0,1.0,-71.05840159,42.32538267
703289000,2020,2997.0,2018.0,11.0,2018.0,0.0,3.0,-71.05877259,42.32564467
703303000,2019,3311.0,2017.0,7.0,2017.0,726.0,1.0,-71.05736059,42.32537867
703568000,2013,3957.0,2011.0,11.0,2011.0,0.0,2.0,-71.06161059,42.32127867
703634000,2020,3537.0,2018.0,10.0,2018.0,0.0,4.0,-71.06631059,42.32146867
703970000,2019,3519.0,2017.0,9.0,2017.0,0.0,1.0,-71.05990059,42.31860867
703977000,2022,3198.0,2020.0,9.0,2020.0,0.0,3.0,-71.06076059,42.31893867
800449000,2022,2262.0,2019.0,6.0,2019.0,30.0,1.0,-71.06851059,42.32532867
801450000,2018,3273.0,2012.0,4.0,2012.0,-41.0,1.0,-71.07461059,42.33741867
802578000,2019,4602.0,2017.0,12.0,2017.0,0.0,4.0,-71.0799606,42.32643867
803019001,2018,2968.0,2015.0,6.0,2015.0,249.0,4.0,-71.07610059,42.32072867
900778000,2018,4188.0,2017.0,6.0,2017.0,0.0,3.0,-71.0802406,42.34008867
900948000,2018,2730.0,2014.0,6.0,2014.0,0.0,1.0,-71.0805506,42.33860867
901409000,2018,2133.0,2016.0,9.0,2016.0,0.0,3.0,-71.0850606,42.33694867
903511000,2019,3815.0,2017.0,10.0,2017.0,570.0,2.0,-71.0933406,42.32815867
903537000,2020,4152.0,2018.0,12.0,2018.0,0.0,3.0,-71.0917206,42.32940867
903542000,2018,2399.0,2014.0,4.0,2014.0,334.0,2.0,-71.0920506,42.32916867
903543000,2018,2673.0,2013.0,4.0,2013.0,590.0,2.0,-71.0920506,42.32922867
903678000,2018,4758.0,2015.0,11.0,2015.0,0.0,2.0,-71.09094337,42.32754043
903700000,2022,2104.0,2020.0,6.0,2020.0,0.0,2.0,-71.0897506,42.32626867
903766000,2018,1875.0,2014.0,3.0,2014.0,363.0,1.0,-71.0883906,42.32508867
903774000,2022,2000.0,2019.0,5.0,2019.0,0.0,1.0,-71.0888906,42.32441867
1000091000,2023,3045.0,2021.0,8.0,2021.0,801.0,4.0,-71.1028506,42.33413867
