PID,DATA_YEAR,LIVING_AREA,YR_REMODELLED,BED_ROOMS,REMODEL_YEAR,living_area_diff,bedrooms_diff,latitude,longitude
100028000,2019,3275.0,2015.0,8.0,2015.0,899.0,2.0,-71.0305205821704,42.3797986778541
100035000,2020,2806.0,2018.0,5.0,2018.0,-14.0,2.0,-71.031010582337,42.3795486779725
100058000,2018,3651.0,2015.0,11.0,2015.0,-189.0,3.0,-71.0294285817254,42.3787746781606
100105000,2018,3402.0,2016.0,8.0,2016.0,-275.0,2.0,-71.029100581819,42.3799186780431
100262000,2018,2722.0,2011.0,10.0,2011.0,-158.0,2.0,-71.0271605815897,42.381208678431
100377000,2018,1570.0,2012.0,4.0,2012.0,-198.0,2.0,-71.022440579956,42.3805386784549
100455000,2020,3362.0,2018.0,9.0,2018.0,95.0,3.0,-71.0257305810436,42.3808886783743
100639000,2018,2412.0,2016.0,5.0,2016.0,0.0,1.0,-71.0193705792158,42.3848186793195
100708000,2018,1645.0,2013.0,4.0,2013.0,9.0,1.0,-71.020000579688,42.3845286794711
101093000,2022,3740.0,2020.0,9.0,2020.0,0.0,1.0,-71.0138405772309,42.3817186789073
101891000,2022,2471.1,2019.0,5.0,2019.0,145.0999999999999,2.0,-71.0055405750198,42.388968680417
101930000,2020,3616.0,2017.0,9.0,2017.0,711.0,4.0,-71.0002805727881,42.389828680791
102082000,2023,3572.45,2021.0,4.0,2021.0,33.44999999999982,1.0,-71.0071505752686,42.3913586813108
102531000,2018,2314.0,2016.0,6.0,2019.0,0.0,2.0,-71.0389505848221,42.3769786774661
102574000,2018,3724.0,2015.0,6.0,2015.0,1742.0,1.0,-71.0373005847231,42.3772686774652
102591000,2018,1896.0,2014.0,6.0,2014.0,-24.0,2.0,-71.0387305854454,42.3766286774954
102592000,2018,1896.0,2014.0,6.0,2014.0,-24.0,2.0,-71.0388005849894,42.3765986769847
102691000,2022,1953.0,2020.0,4.0,2020.0,0.0,1.0,-71.0385905853708,42.3791086780435
102709000,2018,3194.0,2015.0,8.0,2015.0,-18.0,2.0,-71.039030585159,42.3799486782023
102758000,2022,3666.0,2018.0,11.0,2018.0,90.0,2.0,-71.037809585056,42.3800786780031
102839000,2018,2952.0,2016.0,8.0,2016.0,112.0,2.0,-71.0358705842929,42.3797586778912
102913000,2018,1739.0,2016.0,5.0,2016.0,174.0,1.0,-71.0367505843488,42.377668677067
102925000,2018,1596.0,2016.0,6.0,2016.0,0.0,4.0,-71.0360405846984,42.3780986772561
102977000,2022,1648.8,2019.0,4.0,2019.0,268.79999999999995,1.0,-71.0341605837393,42.3788186773556
102983000,2022,1992.25,2020.0,5.0,2020.0,764.25,1.0,-71.0335805838767,42.3790386776442
103037000,2018,4446.0,2016.0,12.0,2016.0,639.0,3.0,-71.0333205835765,42.3798786778626
103185000,2022,2916.0,2019.0,11.0,2019.0,0.0,3.0,-71.0318505827845,42.380008677616
103219000,2018,2838.0,2014.0,8.0,2014.0,0.0,4.0,-71.0332505839096,42.3811286782066
103302000,2018,4373.0,2016.0,9.0,2016.0,1052.0,1.0,-71.0324405833379,42.3821286783834
103383000,2022,1618.7,2020.0,2.0,2020.0,-45.299999999999955,1.0,-71.033807419363,42.3807021151413
103397000,2020,3373.0,2018.0,8.0,2018.0,545.0,4.0,-71.0347205840136,42.3818176782491
103400000,2019,3704.0,2017.0,9.0,2017.0,0.0,4.0,-71.0344305840118,42.3818186782956
103648002,2019,4244.0,2017.0,8.0,2017.0,0.0,2.0,-71.0394105855529,42.3781386771617
103850000,2019,1800.0,2010.0,4.0,2010.0,0.0,1.0,-71.0367805840874,42.3709186761434
103953000,2018,2964.0,2013.0,8.0,2013.0,-636.0,2.0,-71.0366905837952,42.3693186755114
104080000,2020,3684.0,2018.0,8.0,2018.0,0.0,2.0,-71.0332905828194,42.3693186759855
104286000,2022,1492.0,2020.0,3.0,2020.0,84.0,1.0,-71.0175405785239,42.3810686785748
104652000,2022,4326.4,2020.0,7.0,2020.0,983.3999999999996,1.0,-71.0307505820221,42.3645686752666
104729000,2013,2892.0,1984.0,7.0,2017.0,0.0,2.0,-71.0344005834197,42.3657986754402
