_id,PID,GIS_ID,ST_NUM,ST_NAME,CITY,ZIP_CODE,BLDG_SEQ,NUM_BLDGS,LUC
312,0100253000,0100253000,260.0,Lexington ST,EAST BOSTON,2128,1,1,104
313,0100254000,0100254000,258.0,Lexington ST,EAST BOSTON,2128,1,1,105
314,0100255000,0100255000,2.0,Shelby ST,EAST BOSTON,2128,1,1,105
315,0100256000,0100256000,317.0,Lexington ST,EAST BOSTON,2128,1,1,105
316,0100257000,0100257000,325.0,E EAGLE ST,EAST BOSTON,2128,1,1,995
317,0100257002,0100257000,325.0,E EAGLE ST,EAST BOSTON,2128,1,1,102
318,0100257004,0100257000,325.0,E EAGLE ST,EAST BOSTON,2128,1,1,102
319,0100257006,0100257000,325.0,E EAGLE ST,EAST BOSTON,2128,1,1,102
320,0100258000,0100258000,327.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
321,0100259000,0100259000,329.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
322,0100260000,0100260000,331.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
323,0100261000,0100261000,333.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
324,0100262000,0100262000,335.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
325,0100263000,0100263000,337.0,E EAGLE ST,EAST BOSTON,2128,1,1,105
326,0100264000,0100264000,,E EAGLE ST,EAST BOSTON,2128,1,1,337
327,0100265000,0100265000,,E EAGLE ST,EAST BOSTON,2128,1,1,337
328,0100266000,0100266000,,PRINCETON ST,EAST BOSTON,2128,1,1,337
329,0100267000,0100267000,,PRINCETON ST,EAST BOSTON,2128,1,1,337
336,0100271006,0100271000,356.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
330,0100268000,0100268000,362.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
331,0100269000,0100269000,360.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
332,0100270000,0100270000,358.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
333,0100271000,0100271000,356.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
334,0100271002,0100271000,356.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
335,0100271004,0100271000,356.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
337,0100272000,0100272000,352.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
338,0100273000,0100273000,,PRINCETON ST,EAST BOSTON,2128,1,1,132
339,0100274000,0100274000,342.0,PRINCETON ST,EAST BOSTON,2128,1,1,109
358,0100290000,0100290000,,PRINCETON ST,EAST BOSTON,2128,1,1,402
340,0100275000,0100275000,18.0,Shelby ST,EAST BOSTON,2128,1,1,105
341,0100276000,0100276000,16.0,Shelby ST,EAST BOSTON,2128,1,1,105
420,0100359000,0100359000,,Neptune RD,EAST BOSTON,2128,1,1,985
342,0100277000,0100277000,14.0,Shelby ST,EAST BOSTON,2128,1,1,105
343,0100278000,0100278000,12.0,Shelby ST,EAST BOSTON,2128,1,1,105
344,0100279000,0100279000,10.0,Shelby ST,EAST BOSTON,2128,1,1,111
345,0100280000,0100280000,8.0,Shelby ST,EAST BOSTON,2128,1,1,105
346,0100281000,0100281000,6.0,Shelby ST,EAST BOSTON,2128,1,1,995
347,0100281002,0100281000,6.0,Shelby ST,EAST BOSTON,2128,1,1,102
421,0100359001,0100359001,405.0,Frankfort ST,EAST BOSTON,2128,1,1,902
348,0100281004,0100281000,6.0,Shelby ST,EAST BOSTON,2128,1,1,102
349,0100281006,0100281000,6.0,Shelby ST,EAST BOSTON,2128,1,1,102
350,0100282000,0100282000,22.0,Shelby ST,EAST BOSTON,2128,1,1,013
351,0100283000,0100283000,345.0,PRINCETON ST,EAST BOSTON,2128,1,1,332
352,0100284000,0100284000,347.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
353,0100285000,0100285000,349.0,PRINCETON ST,EAST BOSTON,2128,1,1,101
422,0100359002,0100359002,409.0,Frankfort ST,EAST BOSTON,2128,1,1,985
354,0100286000,0100286000,357.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
355,0100287000,0100287000,359.0,PRINCETON ST,EAST BOSTON,2128,1,1,101
356,0100288000,0100288000,361.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
357,0100289000,0100289000,,PRINCETON ST,EAST BOSTON,2128,1,1,106
361,0100293000,0100293000,434.0,Chelsea ST,EAST BOSTON,2128,1,1,031
362,0100294000,0100294000,432.0,Chelsea ST,EAST BOSTON,2128,1,1,109
369,0100301000,0100301000,480.0,Saratoga ST,EAST BOSTON,2128,1,1,105
363,0100295000,0100295000,430.0,Chelsea ST,EAST BOSTON,2128,1,1,105
364,0100296000,0100296000,428.0,Chelsea ST,EAST BOSTON,2128,1,1,105
365,0100297000,0100297000,426.0,Chelsea ST,EAST BOSTON,2128,1,1,105
366,0100298000,0100298000,424.0,Chelsea ST,EAST BOSTON,2128,1,1,013
367,0100299000,0100299000,422.0,Chelsea ST,EAST BOSTON,2128,1,1,105
368,0100300000,0100300000,420.0,Chelsea ST,EAST BOSTON,2128,1,1,105
370,0100302000,0100302000,478.0,Saratoga ST,EAST BOSTON,2128,1,1,105
371,0100303000,0100303000,476.0,Saratoga ST,EAST BOSTON,2128,1,1,013
372,0100303001,0100303001,474.0,Saratoga ST,EAST BOSTON,2128,1,1,031
373,0100304000,0100304000,34.0,Shelby ST,EAST BOSTON,2128,1,1,111
374,0100305000,0100305000,32.0,Shelby ST,EAST BOSTON,2128,1,1,111
375,0100306000,0100306000,30.0,Shelby ST,EAST BOSTON,2128,1,1,332
376,0100307000,0100307000,26.0,Shelby ST,EAST BOSTON,2128,1,1,105
377,0100312000,0100312000,25.0,GLENDON ST,EAST BOSTON,2128,1,1,985
382,0100319000,0100319000,355.0,Chelsea ST,EAST BOSTON,2128,1,1,105
383,0100320000,0100320000,357.0,Chelsea ST,EAST BOSTON,2128,1,1,105
384,0100321000,0100321000,359.0,Chelsea ST,EAST BOSTON,2128,1,1,337
385,0100322000,0100322000,365.0,Chelsea ST,EAST BOSTON,2128,1,1,111
386,0100323000,0100323000,369.0,Chelsea ST,EAST BOSTON,2128,1,1,104
387,0100324000,0100324000,371.0,Chelsea ST,EAST BOSTON,2128,1,1,342
388,0100325000,0100325000,373.0,Chelsea ST,EAST BOSTON,2128,1,1,031
391,0100328000,0100328000,299.0,Bennington ST,EAST BOSTON,2128,1,1,105
392,0100329000,0100329000,303.0,Bennington ST,EAST BOSTON,2128,1,1,031
393,0100330000,0100330000,307.0,Bennington ST,EAST BOSTON,2128,1,1,031
394,0100331000,0100331000,309.0,Bennington ST,EAST BOSTON,2128,1,1,031
395,0100332000,0100332000,313.0,Bennington ST,EAST BOSTON,2128,1,1,031
396,0100333000,0100333000,319.0,Bennington ST,EAST BOSTON,2128,1,1,104
397,0100334000,0100334000,325.0,Bennington ST,EAST BOSTON,2128,1,1,465
486,0100435010,0100435010,,BOSTON AND MAINE RR,EAST BOSTON,2128,1,1,902
399,0100336000,0100336000,412.0,Bremen ST,EAST BOSTON,2128,1,1,101
400,0100337000,0100337000,408.0,Bremen ST,EAST BOSTON,2128,1,1,101
401,0100338000,0100338000,404.0,Bremen ST,EAST BOSTON,2128,1,1,332
6070,0104576000,0104576000,,Marginal ST,EAST BOSTON,2128,1,1,902
402,0100339000,0100339000,400.0,Bremen ST,EAST BOSTON,2128,1,1,105
403,0100340000,0100340000,398.0,Bremen ST,EAST BOSTON,2128,1,1,995
404,0100340002,0100340000,398.0,Bremen ST,EAST BOSTON,2128,1,1,102
425,0100364000,0100364000,411.0,Frankfort ST,EAST BOSTON,2128,1,1,986
405,0100340004,0100340000,398.0,Bremen ST,EAST BOSTON,2128,1,1,102
406,0100340006,0100340000,398.0,Bremen ST,EAST BOSTON,2128,1,1,102
407,0100340008,0100340000,398.0,Bremen ST,EAST BOSTON,2128,1,1,102
408,0100341000,0100341000,376.0,Bremen ST,EAST BOSTON,2128,1,1,104
409,0100342000,0100342000,372.0,Bremen ST,EAST BOSTON,2128,1,1,013
410,0100343000,0100343000,,Bremen ST,EAST BOSTON,2128,1,1,337
411,0100344000,0100344000,368.0,Bremen ST,EAST BOSTON,2128,1,1,337
412,0100345000,0100345000,366.0,Bremen ST,EAST BOSTON,2128,1,1,104
413,0100346000,0100346000,364.0,Bremen ST,EAST BOSTON,2128,1,1,105
414,0100347000,0100347000,364.0,Bremen ST,EAST BOSTON,2128,1,1,101
415,0100348000,0100348000,98.0,Prescott ST,EAST BOSTON,2128,1,1,390
416,0100352000,0100352000,,Neptune RD,EAST BOSTON,2128,1,1,985
417,0100356000,0100356000,38.0,Neptune RD,EAST BOSTON,2128,1,1,985
418,0100357000,0100357000,36.0,Neptune RD,EAST BOSTON,2128,1,1,985
419,0100358000,0100358000,34.0,Neptune RD,EAST BOSTON,2128,1,1,985
539,0100477000,0100477000,413.0,Chelsea ST,EAST BOSTON,2128,1,1,390
427,0100372000,0100372000,431.0,Frankfort ST,EAST BOSTON,2128,1,1,104
428,0100373000,0100373000,433.0,Frankfort ST,EAST BOSTON,2128,1,1,101
429,0100374000,0100374000,435.0,Frankfort ST,EAST BOSTON,2128,1,1,101
430,0100375000,0100375000,,Frankfort ST,EAST BOSTON,2128,1,1,130
431,0100376000,0100376000,441.0,Frankfort ST,EAST BOSTON,2128,1,1,101
432,0100377000,0100377000,443.0,Frankfort ST,EAST BOSTON,2128,1,1,104
433,0100378000,0100378000,447.0,Frankfort ST,EAST BOSTON,2128,1,1,995
434,0100378002,0100378000,447.0,Frankfort ST,EAST BOSTON,2128,1,1,102
435,0100378004,0100378000,447.0,Frankfort ST,EAST BOSTON,2128,1,1,102
436,0100378006,0100378000,447.0,Frankfort ST,EAST BOSTON,2128,1,1,102
437,0100379000,0100379000,449.0,Frankfort ST,EAST BOSTON,2128,1,1,101
438,0100380000,0100380000,453.0,Frankfort ST,EAST BOSTON,2128,1,1,105
439,0100381000,0100381000,455.0,Frankfort ST,EAST BOSTON,2128,1,1,105
440,0100382000,0100382000,1.0,SWIFT TE,EAST BOSTON,2128,1,1,101
441,0100383000,0100383000,5.0,SWIFT TE,EAST BOSTON,2128,1,1,101
442,0100384000,0100384000,9.0,SWIFT TE,EAST BOSTON,2128,1,1,101
443,0100385000,0100385000,15.0,SWIFT TE,EAST BOSTON,2128,1,1,995
444,0100385002,0100385000,15.0,SWIFT TE,EAST BOSTON,2128,1,1,102
445,0100385004,0100385000,15.0,SWIFT TE,EAST BOSTON,2128,1,1,102
446,0100385006,0100385000,15.0,SWIFT TE,EAST BOSTON,2128,1,1,102
447,0100386000,0100386000,19.0,SWIFT TE,EAST BOSTON,2128,1,1,101
448,0100389000,0100389000,27.0,SWIFT TE,EAST BOSTON,2128,1,1,101
449,0100395000,0100395000,24.0,Neptune RD,EAST BOSTON,2128,1,1,985
450,0100396000,0100396000,22.0,Neptune RD,EAST BOSTON,2128,1,1,132
451,0100397000,0100397000,20.0,Neptune RD,EAST BOSTON,2128,1,1,985
452,0100398000,0100398000,18.0,Neptune RD,EAST BOSTON,2128,1,1,901
453,0100399000,0100399000,16.0,Neptune RD,EAST BOSTON,2128,1,1,985
457,0100402000,0100402000,3.0,VIENNA ST,EAST BOSTON,2128,1,1,901
458,0100403000,0100403000,5.0,VIENNA ST,EAST BOSTON,2128,1,1,985
459,0100404000,0100404000,7.0,VIENNA ST,EAST BOSTON,2128,1,1,985
460,0100405000,0100405000,9.0,VIENNA ST,EAST BOSTON,2128,1,1,985
461,0100406000,0100406000,11.0,VIENNA ST,EAST BOSTON,2128,1,1,985
462,0100407000,0100407000,15.0,VIENNA ST,EAST BOSTON,2128,1,1,985
463,0100408000,0100408000,17.0,VIENNA ST,EAST BOSTON,2128,1,1,985
464,0100409000,0100409000,19.0,VIENNA ST,EAST BOSTON,2128,1,1,985
465,0100410000,0100410000,423.0,Bennington ST,EAST BOSTON,2128,1,1,986
466,0100411010,0100411010,,Bennington ST,EAST BOSTON,2128,1,1,985
467,0100412000,0100412000,435.0,Bennington ST,EAST BOSTON,2128,1,1,985
468,0100417000,0100417000,441.0,Bennington ST,EAST BOSTON,2128,1,1,104
469,0100418000,0100418000,,Bennington ST,EAST BOSTON,2128,1,1,132
470,0100419000,0100419000,445.0,Bennington ST,EAST BOSTON,2128,1,1,101
471,0100420000,0100420000,447.0,Bennington ST,EAST BOSTON,2128,1,1,104
472,0100421000,0100421000,449.0,Bennington ST,EAST BOSTON,2128,1,1,104
473,0100422000,0100422000,451.0,Bennington ST,EAST BOSTON,2128,1,1,104
474,0100422001,0100422001,,Frankfort ST,EAST BOSTON,2128,1,1,132
475,0100428010,0100428010,,Frankfort ST,EAST BOSTON,2128,1,1,985
476,0100429000,0100429000,418.0,Frankfort ST,EAST BOSTON,2128,1,1,986
477,0100430000,0100430000,,Frankfort ST,EAST BOSTON,2128,1,1,985
478,0100431000,0100431000,406.0,Frankfort ST,EAST BOSTON,2128,1,1,986
479,0100432000,0100432000,404.0,Frankfort ST,EAST BOSTON,2128,1,1,985
480,0100432001,0100432001,,Frankfort ST,EAST BOSTON,2128,1,1,901
481,0100432002,0100432002,,Frankfort ST,EAST BOSTON,2128,1,1,901
482,0100433000,0100433000,,CHELSEA CREEK,EAST BOSTON,2128,1,1,986
483,0100434000,0100434000,,BELLE ISLE INLET,EAST BOSTON,2128,1,1,390
484,0100435000,0100435000,,BELLE ISLE INLET,EAST BOSTON,2128,1,1,387
485,0100435005,0100435005,,BOSTON AND MAINE RR,EAST BOSTON,2128,1,1,985
487,0100436000,0100436000,,BOSTON AND MAINE RR,EAST BOSTON,2128,1,1,392
488,0100436001,0100436001,,BOSTON AND MAINE RR,EAST BOSTON,2128,1,1,986
489,0100436003,0100436001,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,465
490,0100437000,0100437000,150.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,312
491,0100437100,0100437100,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,986
492,0100438000,0100438000,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,986
532,0100470000,0100470000,399.0,Chelsea ST,EAST BOSTON,2128,1,1,031
493,0100438010,0100438010,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,316
494,0100439000,0100439000,,Curtis ST,EAST BOSTON,2128,1,1,420
495,0100439020,0100439020,,Chelsea ST,EAST BOSTON,2128,1,1,985
496,0100439030,0100439030,611.0,Chelsea ST,EAST BOSTON,2128,1,1,986
497,0100440010,0100440010,605.0,Chelsea ST,EAST BOSTON,2128,1,1,446
498,0100441010,0100441010,545.0,Chelsea ST,EAST BOSTON,2128,1,1,420
499,0100441060,0100441060,,Chelsea ST,EAST BOSTON,2128,1,1,986
500,0100441100,0100441100,525.0,Chelsea ST,EAST BOSTON,2128,1,1,420
501,0100442000,0100442000,546.0,Saratoga ST,EAST BOSTON,2128,1,1,101
502,0100443000,0100443000,544.0,Saratoga ST,EAST BOSTON,2128,1,1,105
503,0100444000,0100444000,542.0,Saratoga ST,EAST BOSTON,2128,1,1,105
504,0100445010,0100445010,540.0,Saratoga ST,EAST BOSTON,2128,1,1,105
505,0100445020,0100445020,433.0,Chelsea ST,EAST BOSTON,2128,1,1,104
506,0100446000,0100446000,538.0,Saratoga ST,EAST BOSTON,2128,1,1,105
507,0100447000,0100447000,534.0,Saratoga ST,EAST BOSTON,2128,1,1,105
508,0100448000,0100448000,526.0,Saratoga ST,EAST BOSTON,2128,1,1,105
515,0100455000,0100455000,429.0,Chelsea ST,EAST BOSTON,2128,1,1,995
509,0100449000,0100449000,524.0,Saratoga ST,EAST BOSTON,2128,1,1,105
510,0100450000,0100450000,522.0,Saratoga ST,EAST BOSTON,2128,1,1,105
511,0100451000,0100451000,520.0,Saratoga ST,EAST BOSTON,2128,1,1,105
512,0100452000,0100452000,518.0,Saratoga ST,EAST BOSTON,2128,1,1,105
513,0100453000,0100453000,516.0,Saratoga ST,EAST BOSTON,2128,1,1,105
514,0100454000,0100454000,512.0,Saratoga ST,EAST BOSTON,2128,1,1,013
516,0100455002,0100455000,429.0,Chelsea ST,EAST BOSTON,2128,1,1,102
517,0100455004,0100455000,429.0,Chelsea ST,EAST BOSTON,2128,1,1,102
518,0100455006,0100455000,429.0,Chelsea ST,EAST BOSTON,2128,1,1,102
519,0100456000,0100456000,431.0,Chelsea ST,EAST BOSTON,2128,1,1,101
520,0100457000,0100457000,435.0,Chelsea ST,EAST BOSTON,2128,1,1,104
521,0100458000,0100458000,437.0,Chelsea ST,EAST BOSTON,2128,1,1,101
522,0100459000,0100459000,439.0,Chelsea ST,EAST BOSTON,2128,1,1,104
523,0100460000,0100460000,441.0,Chelsea ST,EAST BOSTON,2128,1,1,332
524,0100461000,0100461000,481.0,Chelsea ST,EAST BOSTON,2128,1,1,316
525,0100462000,0100462000,,Chelsea ST,EAST BOSTON,2128,1,1,420
526,0100463000,0100463000,452.0,Bremen ST,EAST BOSTON,2128,1,1,335
527,0100464000,0100464000,360.0,Bennington ST,EAST BOSTON,2128,1,1,013
528,0100465000,0100465000,356.0,Bennington ST,EAST BOSTON,2128,1,1,328
529,0100467000,0100467000,,Bennington ST,EAST BOSTON,2128,1,1,326
530,0100468000,0100468000,336.0,Bennington ST,EAST BOSTON,2128,1,1,327
531,0100469000,0100469000,397.0,Chelsea ST,EAST BOSTON,2128,1,1,031
533,0100471000,0100471000,401.0,Chelsea ST,EAST BOSTON,2128,1,1,013
534,0100472000,0100472000,403.0,Chelsea ST,EAST BOSTON,2128,1,1,105
535,0100473000,0100473000,405.0,Chelsea ST,EAST BOSTON,2128,1,1,031
536,0100474000,0100474000,407.0,Chelsea ST,EAST BOSTON,2128,1,1,013
537,0100475000,0100475000,409.0,Chelsea ST,EAST BOSTON,2128,1,1,013
538,0100476000,0100476000,411.0,Chelsea ST,EAST BOSTON,2128,1,1,031
540,0100478000,0100478000,415.0,Chelsea ST,EAST BOSTON,2128,1,1,390
541,0100479000,0100479000,,Chelsea ST,EAST BOSTON,2128,1,1,390
542,0100481000,0100481000,491.0,Saratoga ST,EAST BOSTON,2128,1,1,319
543,0100482010,0100482010,511.0,Saratoga ST,EAST BOSTON,2128,1,1,320
544,0100483000,0100483000,2.0,Neptune RD,EAST BOSTON,2128,1,1,320
545,0100485010,0100485010,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,986
546,0100490000,0100490000,402.0,Bennington ST,EAST BOSTON,2128,1,1,387
547,0100501000,0100501000,398.0,Bennington ST,EAST BOSTON,2128,1,1,104
548,0100502000,0100502000,396.0,Bennington ST,EAST BOSTON,2128,1,1,320
2433,0101987000,0101987000,,Gladstone ST,EAST BOSTON,2128,1,1,130
549,0100503000,0100503000,394.0,Bennington ST,EAST BOSTON,2128,1,1,104
550,0100504000,0100504000,,Bennington ST,EAST BOSTON,2128,1,1,132
551,0100506000,0100506000,,Bennington ST,EAST BOSTON,2128,1,1,132
552,0100507000,0100507000,,Bennington ST,EAST BOSTON,2128,1,1,132
553,0100508000,0100508000,,Bennington ST,EAST BOSTON,2128,1,1,132
554,0100509000,0100509000,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,317
555,0100509001,0100509001,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,985
556,0100510000,0100510000,670.0,Saratoga ST,EAST BOSTON,2128,1,1,132
557,0100511000,0100511000,587.0,Saratoga ST,EAST BOSTON,2128,1,1,104
2434,0101988000,0101988000,,Gladstone ST,EAST BOSTON,2128,1,1,130
558,0100512000,0100512000,589.0,Saratoga ST,EAST BOSTON,2128,1,1,104
559,0100512001,0100512001,670.0,Saratoga ST,EAST BOSTON,2128,1,1,985
560,0100513000,0100513000,591.0,Saratoga ST,EAST BOSTON,2128,1,1,104
561,0100514000,0100514000,593.0,Saratoga ST,EAST BOSTON,2128,1,1,101
562,0100515000,0100515000,595.0,Saratoga ST,EAST BOSTON,2128,1,1,101
563,0100516000,0100516000,597.0,Saratoga ST,EAST BOSTON,2128,1,1,101
564,0100517000,0100517000,,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,390
565,0100518000,0100518000,460.0,Bennington ST,EAST BOSTON,2128,1,1,104
566,0100519000,0100519000,456.0,Bennington ST,EAST BOSTON,2128,1,1,101
567,0100520000,0100520000,452.0,Bennington ST,EAST BOSTON,2128,1,1,343
568,0100521000,0100521000,442.0,Bennington ST,EAST BOSTON,2128,1,1,465
569,0100522000,0100522000,415.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,300
570,0100524000,0100524000,,Boardman ST,EAST BOSTON,2128,1,1,985
571,0100526000,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,995
646,0100549003,0100549003,285.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,337
572,0100526002,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
573,0100526004,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
574,0100526006,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
575,0100526008,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
576,0100526010,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
647,0100549004,0100549004,305.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,391
577,0100526012,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
578,0100526014,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
579,0100526016,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
580,0100526018,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
581,0100526020,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
648,0100549005,0100549005,365.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,390
582,0100526022,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
583,0100526024,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
584,0100526026,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
585,0100526028,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
586,0100526030,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
873,0100728000,0100728000,10.0,MOORE ST,EAST BOSTON,2128,1,1,111
587,0100526032,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
588,0100526034,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
589,0100526036,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
590,0100526038,0100526000,16.0,Boardman ST,EAST BOSTON,2128,1,1,102
591,0100528000,0100528000,970.0,Saratoga ST,EAST BOSTON,2128,1,1,337
592,0100529000,0100529000,964.0,Saratoga ST,EAST BOSTON,2128,1,1,031
995,0100850000,0100850000,527.0,Bennington ST,EAST BOSTON,2128,1,1,995
593,0100530000,0100530000,960.0,Saratoga ST,EAST BOSTON,2128,1,1,105
594,0100531000,0100531000,958.0,Saratoga ST,EAST BOSTON,2128,1,1,111
595,0100532000,0100532000,956.0,Saratoga ST,EAST BOSTON,2128,1,1,013
596,0100533000,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,995
597,0100533002,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
598,0100533004,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
649,0100549006,0100549006,375.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,337
599,0100533006,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
600,0100533008,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
601,0100533010,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
602,0100533012,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
603,0100533014,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
650,0100550000,0100550000,670.0,Saratoga ST,EAST BOSTON,2128,1,1,132
604,0100533016,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
605,0100533018,0100533000,946.0,Saratoga ST,EAST BOSTON,2128,1,1,102
606,0100533020,0100533020,944.0,Saratoga ST,EAST BOSTON,2128,1,1,130
607,0100534000,0100534000,870.0,Saratoga ST,EAST BOSTON,2128,1,1,125
608,0100536000,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,995
609,0100536002,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
714,0100595000,0100595000,,Addison ST,EAST BOSTON,2128,1,1,332
610,0100536004,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
611,0100536006,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
612,0100536008,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
613,0100536010,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
614,0100536012,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
615,0100536014,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
616,0100536016,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
617,0100536018,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
618,0100536020,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
619,0100536022,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
620,0100536024,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
621,0100536026,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
622,0100536028,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
623,0100536030,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
624,0100536032,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
625,0100536034,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
626,0100536036,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
627,0100536038,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
628,0100536040,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
629,0100536042,0100536000,910.0,Saratoga ST,EAST BOSTON,2128,1,1,102
630,0100539000,0100539000,864.0,Saratoga ST,EAST BOSTON,2128,1,1,104
631,0100540000,0100540000,862.0,Saratoga ST,EAST BOSTON,2128,1,1,104
632,0100541000,0100541000,860.0,Saratoga ST,EAST BOSTON,2128,1,1,104
633,0100542000,0100542000,858.0,Saratoga ST,EAST BOSTON,2128,1,1,104
634,0100543000,0100543000,856.0,Saratoga ST,EAST BOSTON,2128,1,1,104
635,0100544000,0100544000,854.0,Saratoga ST,EAST BOSTON,2128,1,1,104
636,0100545000,0100545000,852.0,Saratoga ST,EAST BOSTON,2128,1,1,104
637,0100546000,0100546000,850.0,Saratoga ST,EAST BOSTON,2128,1,1,104
638,0100547000,0100547000,670.0,Saratoga ST,EAST BOSTON,2128,1,1,132
639,0100548000,0100548000,842.0,Saratoga ST,EAST BOSTON,2128,1,1,105
700,0100584000,0100584000,28.0,WORDSWORTH ST,EAST BOSTON,2128,1,1,995
640,0100548001,0100548001,838.0,Saratoga ST,EAST BOSTON,2128,1,1,105
641,0100548002,0100548002,834.0,Saratoga ST,EAST BOSTON,2128,1,1,105
6072,0104578000,0104578000,,Marginal ST,EAST BOSTON,2128,1,1,902
642,0100548003,0100548003,830.0,Saratoga ST,EAST BOSTON,2128,1,1,343
643,0100548100,0100548100,175.0,MCCLELLAN HW,EAST BOSTON,2128,1,1,316
644,0100548150,0100548150,144.0,Addison ST,BOSTON,2128,1,1,120
645,0100549001,0100549001,225.0,WM F MCCLELLAN HW,EAST BOSTON,2128,1,1,300
2435,0101989000,0101989000,,Gladstone ST,EAST BOSTON,2128,1,1,130
651,0100551000,0100551000,822.0,Saratoga ST,EAST BOSTON,2128,1,1,105
