zipcode,total_living_area,neighborhood,Year
W-38-6,575.0,,2009
0F-29,0.0,,2009
1173-3,1480.0,,2009
290-34,685.0,,2009
06-45,377.0,,2009
PS-68,0.0,,2009
032-3,8233.0,,2009
020-N,770.0,,2009
00G-3,1469.0,,2009
0B3-3,746.0,,2009
00D-4,6460.0,,2009
C-120,0.0,,2009
080-3,2419.0,,2009
005-J,2394.0,,2009
PENTHSE,4433.0,,2009
057-6,1525.0,,2009
12A-6,802.0,,2009
313-2,451.0,,2009
041-B,730.0,,2009
000F9,0.0,,2009
1263-6,968.0,,2009
00328,5038.0,,2009
0O-17,0.0,,2009
013-1,1596.0,,2009
00177,560.0,,2009
1871-4,867.0,,2009
B-40-6,625.0,,2009
019-3,7233.0,,2009
00303,85245.0,,2009
4-503,471.0,,2009
080-9,266.0,,2009
23-114,1289.0,,2009
G-101,1376.0,,2009
6-502,525.0,,2009
0R-2H,1041.0,,2009
382-4,1125.0,,2009
17G-8,589.0,,2009
169-6,1496.0,,2009
1870-2,510.0,,2009
33-52,1044.0,,2009
5-102,705.0,,2009
0F-18,0.0,,2009
B-602,2510.0,,2009
30-3B,670.0,,2009
22-17,225.0,,2009
210-1D,2652.0,,2009
0073A,623.0,,2009
0006S,2096.0,,2009
B-8-2,780.0,,2009
2 PS 2,750.0,,2009
00556,870.0,,2009
035-9,1048.0,,2009
0A-28,0.0,,2009
D-2B2,0.0,,2009
247-33,322.0,,2009
360-21,322.0,,2009
70-5A,265.0,,2009
66-51,835.0,,2009
74-11,910.0,,2009
009OE,746.0,,2009
028-B,2103.0,,2009
483-87,480.0,,2009
0VI-1,1050.0,,2009
134-1,961.0,,2009
118-15,344.0,,2009
0A-38,0.0,,2009
0004E,17995.0,,2009
00516,14814.0,,2009
225-1B,697.0,,2009
B-207,1689.0,,2009
149-3,828.0,,2009
70-16,425.0,,2009
10F-6,542.0,,2009
032-5,2226.0,,2009
144-34,488.0,,2009
030-1,9778.0,,2009
00558,850.0,,2009
210-2B,2708.0,,2009
092-3,833.0,,2009
043-1,3141.0,,2009
308-4,1229.0,,2009
07-14,1033.0,,2009
W-27-1,775.0,,2009
017-5,3166.0,,2009
0097F,730.0,,2009
0F502,812.0,,2009
00D-7,2407.0,,2009
PS-225,0.0,,2009
25-12A,592.0,,2009
0B-18,540.0,,2009
1263-4,968.0,,2009
1945-1,680.0,,2009
93-10,633.0,,2009
59R-4,360.0,,2009
00027,53484.0,,2009
137-27,570.0,,2009
17-2R,356.0,,2009
017-C,6138.0,,2009
PS-180,0.0,,2009
006-T,591.0,,2009
PS-199,0.0,,2009
00412,984.0,,2009
169-4,2321.0,,2009
313-15,306.0,,2009
1258-2,610.0,,2009
0N-66,0.0,,2009
D-620,1169.0,,2009
790-3,730.0,,2009
00513,13740.0,,2009
0009F,7400.0,,2009
125-35,350.0,,2009
4 & 5,2256.0,,2009
00820,2416.0,,2009
01FL.,955.0,,2009
563-2,874.0,,2009
J-202,1511.0,,2009
0036H,2461.0,,2009
044-G,414.0,,2009
22K-8,1147.0,,2009
315-A,0.0,,2009
028-5,734.0,,2009
E-504,1305.0,,2009
008-N,4249.0,,2009
225-23,730.0,,2009
019-H,1481.0,,2009
NR-3H,0.0,,2009
063-7,336.0,,2009
141-45,710.0,,2009
PS-146,0.0,,2009
0165F,962.0,,2009
C-201,3076.0,,2009
109-S,0.0,,2009
PS-156,0.0,,2009
010-P,2860.0,,2009
78-10,525.0,,2009
800-3,730.0,,2009
00034,293.0,,2009
W-25-2,775.0,,2009
178-8,610.0,,2009
131-30,500.0,,2009
000EE,0.0,,2009
00808,706.0,,2009
1661-8,1400.0,,2009
III-6,1050.0,,2009
09015,1956.0,,2009
C-401,3405.0,,2009
T-304,883.0,,2009
W-40-1,770.0,,2009
00E-9,552.0,,2009
0024A,5913.0,,2009
55-0A,838.0,,2009
0VI-6,1380.0,,2009
131-37,356.0,,2009
00315,18623.0,,2009
0306E,1815.0,,2009
135-B,886.0,,2009
188-2,2463.0,,2009
12-33,717.0,,2009
56-19,330.0,,2009
246-4,610.0,,2009
30-34,659.0,,2009
014-L,1877.0,,2009
1710-5,995.0,,2009
233-10,710.0,,2009
022-R,1065.0,,2009
008-4,3362.0,,2009
W-24-1,575.0,,2009
21-48,1363.0,,2009
1653-1,1300.0,,2009
I-601,1661.0,,2009
0031D,5852.0,,2009
483-53,335.0,,2009
69-16,766.0,,2009
00SIX,725.0,,2009
204-4,1061.0,,2009
32-08,390.0,,2009
017-E,6623.0,,2009
0124F,852.0,,2009
15B-6,536.0,,2009
024-L,605.0,,2009
33-31,718.0,,2009
13-3AB,954.0,,2009
185-3,1447.0,,2009
01810,706.0,,2009
PS-162,0.0,,2009
1251-1,921.0,,2009
0G-11,0.0,,2009
03P-6,542.0,,2009
0F104,1066.0,,2009
B-74-5,780.0,,2009
61-B1,470.0,,2009
0093E,746.0,,2009
25-302,803.0,,2009
00308,706.0,,2009
00634,1645.0,,2009
068-5,535.0,,2009
4-220,1962.0,,2009
0111B,1006.0,,2009
026-4,4579.0,,2009
057-8,765.0,,2009
380-8,1125.0,,2009
017-D,6049.0,,2009
121-2,1562.0,,2009
00040,655.0,,2009
B-203,2202.0,,2009
0114G,580.0,,2009
48-34,430.0,,2009
036-3,3149.0,,2009
36-3A,550.0,,2009
9-403,655.0,,2009
00598,2295.0,,2009
A-102,4164.0,,2009
025-M,590.0,,2009
00320,15127.0,,2009
D-221,767.0,,2009
21-43,1289.0,,2009
084-2,1598.0,,2009
00018,2128.0,,2009
09O-6,742.0,,2009
007-K,2141.0,,2009
04-18,1245.0,,2009
0II-1,1050.0,,2009
483-12B,315.0,,2009
15-AB,690.0,,2009
00035,562.0,,2009
004-F,9382.0,,2009
0F601,1526.0,,2009
6-203,525.0,,2009
0FIVE,1380.0,,2009
1746-8,630.0,,2009
217-1,1009.0,,2009
000J4,630.0,,2009
07E-6,1179.0,,2009
0F-31,0.0,,2009
364-14,504.0,,2009
059-8,1277.0,,2009
000R5,853.0,,2009
1669-3,527.0,,2009
13-1C,0.0,,2009
00N38,0.0,,2009
09-12,1299.0,,2009
0039C,1827.0,,2009
057-3,2998.0,,2009
276-43,690.0,,2009
026-E,1940.0,,2009
0A-86,1804.0,,2009
907-3,600.0,,2009
01O5F,898.0,,2009
01-13,285.0,,2009
01116,1695.0,,2009
B-8-5,780.0,,2009
D-117,1038.0,,2009
0A-43,0.0,,2009
068-8,400.0,,2009
01020,2130.0,,2009
00700,1421.0,,2009
0020C,2733.0,,2009
025-6,3857.0,,2009
114S-6,0.0,,2009
01216,1700.0,,2009
1677-3,526.0,,2009
A-606,859.0,,2009
70-31,995.0,,2009
01301,5143.0,,2009
1738-3,760.0,,2009
5-401,741.0,,2009
224-A,4625.0,,2009
364-3,526.0,,2009
00O-7,0.0,,2009
15E-6,1268.0,,2009
W-21-3,770.0,,2009
69-12,1208.0,,2009
0035D,4387.0,,2009
07K-6,542.0,,2009
026-9,1128.0,,2009
15-18,854.0,,2009
068-7,535.0,,2009
790-39,740.0,,2009
010-A,12017.0,,2009
483-97,480.0,,2009
00B-R,375.0,,2009
989-2,1150.0,,2009
00129,2346.0,,2009
00340,1665.0,,2009
00N-7,0.0,,2009
246-2A,753.0,,2009
PH1601,5379.0,,2009
29-106,980.0,,2009
0007A,19978.0,,2009
00032,79961.0,,2009
0C-10,3009.0,,2009
464-B,639.0,,2009
133 &,0.0,,2009
1157-2,685.0,,2009
0ROOF,0.0,,2009
176-2,595.0,,2009
16F-8,806.0,,2009
008-S,735.0,,2009
014-M,3100.0,,2009
311-5,306.0,,2009
233-9,733.0,,2009
790-21,780.0,,2009
008-C,7162.0,,2009
43-B2,760.0,,2009
194-3,1820.0,,2009
820-G,777.0,,2009
0I-20,1380.0,,2009
033-5,485.0,,2009
PS-128,0.0,,2009
145-34,610.0,,2009
018-K,605.0,,2009
1665-8,351.0,,2009
185-9,730.0,,2009
107-1,710.0,,2009
020-D,2458.0,,2009
01400,2315.0,,2009
000A4,4305.0,,2009
00B-8,6489.0,,2009
66-25,564.0,,2009
0CH-2,620.0,,2009
D-502,3391.0,,2009
B-8-6,780.0,,2009
0F-16,0.0,,2009
63-10,411.0,,2009
007-J,2984.0,,2009
04R-6,802.0,,2009
69-21,735.0,,2009
063-4,2885.0,,2009
7-206,809.0,,2009
1677-1,738.0,,2009
158-4,829.0,,2009
B-26-2,625.0,,2009
B-36-6,780.0,,2009
15-33,390.0,,2009
2001-8,635.0,,2009
21K-8,1147.0,,2009
319-10,320.0,,2009
01106,4518.0,,2009
13-3C,624.0,,2009
185-18,460.0,,2009
238-6,893.0,,2009
011-T,675.0,,2009
00D-E,1416.0,,2009
C2-104,763.0,,2009
005-S,508.0,,2009
00540,1990.0,,2009
051-1,760.0,,2009
153-11,740.0,,2009
352-18,280.0,,2009
PH217,2130.0,,2009
0B3-4,746.0,,2009
PS-78,0.0,,2009
PS-70,0.0,,2009
000B6,1326.0,,2009
0G-75,0.0,,2009
115-11,635.0,,2009
00833,737.0,,2009
62-33,444.0,,2009
790-20,780.0,,2009
145-25,815.0,,2009
0022F,2774.0,,2009
C2-204,993.0,,2009
144-13,488.0,,2009
0B-20,540.0,,2009
322-2,902.0,,2009
05C-8,1147.0,,2009
10B-8,833.0,,2009
155 &,580.0,,2009
125-26,350.0,,2009
153-14,730.0,,2009
137-25,600.0,,2009
0401W,1410.0,,2009
PS-29,0.0,,2009
W-32-5,775.0,,2009
0025G,2253.0,,2009
00063,364.0,,2009
0034E,4142.0,,2009
00813,2973.0,,2009
265-H,1521.0,,2009
B-8-1,780.0,,2009
1255-1,921.0,,2009
000#6,1439.0,,2009
311-B2,515.0,,2009
27-5B,492.0,,2009
68-B3,316.0,,2009
5-403,461.0,,2009
104-S,0.0,,2009
00443,1397.0,,2009
131-44,362.0,,2009
039-7,2673.0,,2009
005-A,22008.0,,2009
25-102,803.0,,2009
01702,1936.0,,2009
099-1,2938.0,,2009
00U-5,0.0,,2009
110-N,0.0,,2009
0PH1B,2143.0,,2009
39-12,1266.0,,2009
06C-8,1147.0,,2009
0C-78,0.0,,2009
053-4,2783.0,,2009
0NM37,974.0,,2009
007-B,7687.0,,2009
III-5,1050.0,,2009
054-4,1130.0,,2009
21J-8,871.0,,2009
131-36,575.0,,2009
17C-6,742.0,,2009
239-C,1484.0,,2009
1645-8,329.0,,2009
0025A,5790.0,,2009
00033,655.0,,2009
8-206,878.0,,2009
00022,545.0,,2009
13-4C,624.0,,2009
137-22,600.0,,2009
037-E,863.0,,2009
08-41,1000.0,,2009
B-30-4,625.0,,2009
0005V,1591.0,,2009
009-1,11083.0,,2009
1564-9,700.0,,2009
592-1,588.0,,2009
214-C,4600.0,,2009
037-1,5165.0,,2009
606-2,620.0,,2009
00536,1326.0,,2009
000B8,984.0,,2009
024-P,1120.0,,2009
377-2,717.0,,2009
97-14,465.0,,2009
069-2,3509.0,,2009
00188,240.0,,2009
30-27,528.0,,2009
065-8,1746.0,,2009
0307A,0.0,,2009
158-1,824.0,,2009
1871-9,655.0,,2009
00642,1000.0,,2009
00402,85461.0,,2009
C1-308,1095.0,,2009
B-42-6,780.0,,2009
6 WCOR,908.0,,2009
141-5,1194.0,,2009
141-41,765.0,,2009
00O-6,0.0,,2009
STE 2,0.0,,2009
01404,8424.0,,2009
72-1B,785.0,,2009
55-B1,360.0,,2009
66-68,0.0,,2009
F-504,1245.0,,2009
0012H,1795.0,,2009
0490A,1560.0,,2009
PS-74,0.0,,2009
01O9G,580.0,,2009
63-5-7,2334.0,,2009
000A6,2918.0,,2009
W-31-5,775.0,,2009
19K-8,1149.0,,2009
0NM39,620.0,,2009
65-02,663.0,,2009
219-2,2448.0,,2009
36-43,760.0,,2009
24-18,1040.0,,2009
0G-72,0.0,,2009
027-P,1120.0,,2009
00057,470.0,,2009
114-18,360.0,,2009
0A3-2,470.0,,2009
0118C,884.0,,2009
106-1A,640.0,,2009
0064C,730.0,,2009
C1-201,1117.0,,2009
1758-9,835.0,,2009
180-3,1410.0,,2009
028-6,739.0,,2009
1875-3,2041.0,,2009
5-203,482.0,,2009
1754-B,617.0,,2009
C-123,0.0,,2009
36-35,890.0,,2009
0PS-8,0.0,,2009
043-8,1967.0,,2009
PS-9-9A,0.0,,2009
09D-8,871.0,,2009
113-3,1595.0,,2009
1872-9,650.0,,2009
3-304,345.0,,2009
2003-3,522.0,,2009
30-22,604.0,,2009
437-31,508.0,,2009
1-404,695.0,,2009
11-25,330.0,,2009
051-D,2311.0,,2009
380-6,1125.0,,2009
12-12,2025.0,,2009
H-401,2270.0,,2009
0B-4C,816.0,,2009
0O-24,0.0,,2009
137-47,570.0,,2009
C-505,1778.0,,2009
10B-6,536.0,,2009
00085,425.0,,2009
09B-6,536.0,,2009
00T-4,805.0,,2009
354-11,660.0,,2009
247-45,567.0,,2009
352-8,550.0,,2009
606-3,700.0,,2009
05B-6,536.0,,2009
003/A,1000.0,,2009
0110C,3249.0,,2009
048-2,1561.0,,2009
0017F,5196.0,,2009
58-14,590.0,,2009
C-106,0.0,,2009
000P8,0.0,,2009
17-2A,446.0,,2009
065.9,650.0,,2009
118-34,503.0,,2009
105-D,1142.0,,2009
590-12,624.0,,2009
060-4,2278.0,,2009
051-4,2889.0,,2009
0007B,20026.0,,2009
B-46-3,780.0,,2009
1661-4,1400.0,,2009
987-2,710.0,,2009
00502,708.0,,2009
028-A,757.0,,2009
36-23,760.0,,2009
C-122,0.0,,2009
C-407,2138.0,,2009
00831,840.0,,2009
247-36,309.0,,2009
0029D,4381.0,,2009
336-3,900.0,,2009
015-B,8053.0,,2009
0B-47,1849.0,,2009
280-44,690.0,,2009
0227A,1548.0,,2009
0035A,5430.0,,2009
364-12,504.0,,2009
00727,570.0,,2009
203-2,1052.0,,2009
00402,708.0,,2009
02F-1,765.0,,2009
0F-48,0.0,,2009
0016A,8743.0,,2009
99-10,605.0,,2009
0VI-2,1380.0,,2009
00605,34706.0,,2009
0N-46,0.0,,2009
0057C,730.0,,2009
000P2,0.0,,2009
00N34,0.0,,2009
00C-9,2757.0,,2009
118-19,562.0,,2009
52-37,416.0,,2009
177-3,828.0,,2009
10G-8,589.0,,2009
W-39-1,775.0,,2009
360-18,760.0,,2009
324-3,560.0,,2009
015-2,8677.0,,2009
0015B,10429.0,,2009
1874-9,580.0,,2009
05K-8,1147.0,,2009
43-16,367.0,,2009
378-5,1125.0,,2009
14G-6,536.0,,2009
4B-7O,857.0,,2009
039-8,3034.0,,2009
59-B2,360.0,,2009
190-3,2325.0,,2009
72-8B,790.0,,2009
0U-7A,0.0,,2009
013-C,1731.0,,2009
0R-4I,1147.0,,2009
231-4,1636.0,,2009
63-18,305.0,,2009
B-108,2994.0,,2009
122-17,392.0,,2009
00410,31681.0,,2009
01402,7336.0,,2009
00301,1054.0,,2009
56-16,1130.0,,2009
004-A,26300.0,,2009
818-G,772.0,,2009
203-5B,0.0,,2009
00073,12057.0,,2009
01102,12490.0,,2009
47-B2,760.0,,2009
6-303,528.0,,2009
115-10,635.0,,2009
002-E,8622.0,,2009
206-1D,2663.0,,2009
449-5,560.0,,2009
66-54,573.0,,2009
145-1,1724.0,,2009
00836,583.0,,2009
31A-1,534.0,,2009
425-4,900.0,,2009
022-8,800.0,,2009
0005A,49918.0,,2009
"8,2,3",5304.0,,2009
10-13,738.0,,2009
1718-3,766.0,,2009
246-3B,675.0,,2009
089-G,405.0,,2009
0VI-5,1050.0,,2009
265-C,1543.0,,2009
592-11,720.0,,2009
0124B,850.0,,2009
1714-4,769.0,,2009
65-05,746.0,,2009
20D-8,871.0,,2009
17-1A,446.0,,2009
907-1,526.0,,2009
313-8,556.0,,2009
1161-6,936.0,,2009
PM207,802.0,,2009
111S-6,0.0,,2009
0005H,5161.0,,2009
01117,2201.0,,2009
05R-6,802.0,,2009
D-313,1058.0,,2009
00046,281.0,,2009
B-24-1,780.0,,2009
00N-2,0.0,,2009
211-21,730.0,,2009
08014,969.0,,2009
01304,4009.0,,2009
00440,1830.0,,2009
04 ES,2759.0,,2009
125-25,443.0,,2009
1B-7O,1631.0,,2009
08016,1760.0,,2009
00D-3,5921.0,,2009
0222A,5358.0,,2009
55-B2,600.0,,2009
301-12,1119.0,,2009
6-401,732.0,,2009
0IX-4,1050.0,,2009
T-308,883.0,,2009
1637-2,670.0,,2009
16C-8,1147.0,,2009
D-412,1058.0,,2009
1641-3,404.0,,2009
PS-196,0.0,,2009
379-3,523.0,,2009
0002F,22667.0,,2009
22-64,1483.0,,2009
015-L,1877.0,,2009
141-27,690.0,,2009
216-5,778.0,,2009
C1-203,693.0,,2009
5-402,516.0,,2009
378-A,800.0,,2009
3.5-07,1307.0,,2009
01706,701.0,,2009
141-A,875.0,,2009
PH205,2103.0,,2009
105-S,0.0,,2009
00322,10815.0,,2009
02-43,619.0,,2009
059-5,2737.0,,2009
025-5,3927.0,,2009
245-G,1647.0,,2009
00605,1013.0,,2009
01O2F,730.0,,2009
005-8,3699.0,,2009
06H-6,802.0,,2009
00005,568.0,,2009
C2-201,1117.0,,2009
0225R,2659.0,,2009
189-15,533.0,,2009
0F-38,0.0,,2009
022-7,810.0,,2009
A-304,1620.0,,2009
027-9,800.0,,2009
0B-2D,672.0,,2009
1722-1,719.0,,2009
045-4,1275.0,,2009
3B-72,1045.0,,2009
027-N,770.0,,2009
100-11,1142.0,,2009
0003H,6578.0,,2009
01518,1808.0,,2009
0218A,5297.0,,2009
PS-153,0.0,,2009
W-22-2,775.0,,2009
0F206,1286.0,,2009
E-301,1439.0,,2009
034-4,1466.0,,2009
095-7,1844.0,,2009
037-C,1230.0,,2009
1258-7,796.0,,2009
00056,390.0,,2009
073-7,869.0,,2009
14J-6,802.0,,2009
09013,1442.0,,2009
0111A,1013.0,,2009
28012A,690.0,,2009
1871-8,450.0,,2009
022-B,2309.0,,2009
55-08,866.0,,2009
084-7,877.0,,2009
32-12A,1398.0,,2009
00919,1011.0,,2009
1746-3,625.0,,2009
153-5,690.0,,2009
324-7,570.0,,2009
0039F,1635.0,,2009
18D-8,871.0,,2009
001-E,2594.0,,2009
1645-7,730.0,,2009
W-25-1,775.0,,2009
T-406,708.0,,2009
215-4,1056.0,,2009
082-5,3060.0,,2009
319-16,345.0,,2009
0I-12,1380.0,,2009
00335,4462.0,,2009
1718-7,766.0,,2009
01-10,709.0,,2009
00701,39001.0,,2009
PARLOR,840.0,,2009
04B-6,536.0,,2009
51-B2,760.0,,2009
00I-2,2479.0,,2009
0003B,64305.0,,2009
104-B,0.0,,2009
F-503,1327.0,,2009
051-G,2302.0,,2009
011-M,3569.0,,2009
00309,40316.0,,2009
BA-7O,1122.0,,2009
0017E,6618.0,,2009
483-51,765.0,,2009
2-203,1015.0,,2009
225-34,730.0,,2009
004-O,1656.0,,2009
036-8,1590.0,,2009
113-2,688.0,,2009
0024G,2460.0,,2009
201-3,0.0,,2009
189-16,728.0,,2009
55-09,860.0,,2009
21-2R,356.0,,2009
17J-8,871.0,,2009
D-321,1199.0,,2009
B-002,805.0,,2009
089-1,1325.0,,2009
020-M,580.0,,2009
09007,957.0,,2009
024-T,675.0,,2009
14-11,1519.0,,2009
1669-9,527.0,,2009
W-19-5,575.0,,2009
002-4,9292.0,,2009
1263-1,954.0,,2009
014-U,740.0,,2009
0O-25,0.0,,2009
0008H,2569.0,,2009
1-402,343.0,,2009
11-32,330.0,,2009
00087,448.0,,2009
0037H,2454.0,,2009
070-1,1480.0,,2009
23-106,1351.0,,2009
01812,984.0,,2009
0IV-9,1380.0,,2009
380-B,600.0,,2009
15-67,1040.0,,2009
23D-8,871.0,,2009
1682-2,1353.0,,2009
21-44,1339.0,,2009
280-22,690.0,,2009
24-127,1483.0,,2009
1173-6,1480.0,,2009
000F6,0.0,,2009
0B-43,1849.0,,2009
22-2B,799.0,,2009
HOTEL,0.0,,2009
B-44-6,625.0,,2009
32-11,1129.0,,2009
0029B,6690.0,,2009
0024B,8201.0,,2009
004-B,31387.0,,2009
0F-10,552.0,,2009
3B-7O,835.0,,2009
00014,177206.0,,2009
09006,915.0,,2009
245-33,690.0,,2009
PS-160,0.0,,2009
1-102,720.0,,2009
144-27,646.0,,2009
245-43,690.0,,2009
245-32,690.0,,2009
120-8,1106.0,,2009
PS-18,0.0,,2009
1681-5,429.0,,2009
275-3,738.0,,2009
17-3A-B,875.0,,2009
32-15,346.0,,2009
36-41,890.0,,2009
100-6,3025.0,,2009
07M-6,1182.0,,2009
097-7,1364.0,,2009
65-28,459.0,,2009
00099,1793.0,,2009
0A-26,540.0,,2009
118-14,485.0,,2009
108S-6,0.0,,2009
1673-4,523.0,,2009
25-201,791.0,,2009
2003-2,815.0,,2009
0N-79,0.0,,2009
18H-8,1413.0,,2009
352-6,274.0,,2009
0022C,5443.0,,2009
66-21,835.0,,2009
0II-8,1380.0,,2009
10-146,1266.0,,2009
077-1,1062.0,,2009
089-7,575.0,,2009
72-3B,890.0,,2009
57-12,765.0,,2009
11-21B,600.0,,2009
PH219,2090.0,,2009
162-2,1050.0,,2009
15-20,1370.0,,2009
027-L,605.0,,2009
0038C,1223.0,,2009
00148,295.0,,2009
0O-21,0.0,,2009
0007F,7328.0,,2009
09E-6,1179.0,,2009
11-30,765.0,,2009
0002P,879.0,,2009
0421A,0.0,,2009
21-4C,619.0,,2009
0A-37,0.0,,2009
011-J,2396.0,,2009
PS-171,0.0,,2009
336-5,590.0,,2009
232-1D,2661.0,,2009
201-D,1449.0,,2009
05D-8,871.0,,2009
I-402,1562.0,,2009
00B-1,29932.0,,2009
0CH-A,1723.0,,2009
0B-19,450.0,,2009
04-24,2492.0,,2009
00694,1146.0,,2009
14R-6,802.0,,2009
194-4,827.0,,2009
190-5,622.0,,2009
062-4,786.0,,2009
000A1,6682.0,,2009
00176,2250.0,,2009
116-5,1353.0,,2009
B-24-3,780.0,,2009
7-162,1266.0,,2009
439-21,488.0,,2009
039 &,0.0,,2009
03A-8,833.0,,2009
A-404,2279.0,,2009
A-210,630.0,,2009
00801,25164.0,,2009
1734-5,773.0,,2009
B-26-1,625.0,,2009
032-D,1187.0,,2009
380-1,925.0,,2009
W-44-6,775.0,,2009
0015G,4831.0,,2009
790-1,774.0,,2009
483-46,475.0,,2009
265-B,1543.0,,2009
0303A,382.0,,2009
17P-6,542.0,,2009
0033B,6092.0,,2009
029-1,9548.0,,2009
14F-6,542.0,,2009
0036D,2883.0,,2009
203-7,0.0,,2009
D-605,3197.0,,2009
0C-16,0.0,,2009
00D-5,4690.0,,2009
051-F,2312.0,,2009
0056A,290.0,,2009
0N-14,0.0,,2009
1710-4,980.0,,2009
483 &,355.0,,2009
027-6,770.0,,2009
0G-90,0.0,,2009
0088B,1124.0,,2009
00901,20061.0,,2009
22-58,1483.0,,2009
00N29,0.0,,2009
247-06,309.0,,2009
211-1,1549.0,,2009
0218B,4629.0,,2009
1157-6,830.0,,2009
1267-2,691.0,,2009
0207A,0.0,,2009
002-2,13988.0,,2009
01603,1839.0,,2009
00143,2420.0,,2009
C-114,0.0,,2009
11-21,340.0,,2009
00002,905.0,,2009
00ONE,2896.0,,2009
1677-2,498.0,,2009
00C-5,5889.0,,2009
09003,1369.0,,2009
01211,3822.0,,2009
B-68-5,625.0,,2009
07G-6,536.0,,2009
0025D,5608.0,,2009
312-1,527.0,,2009
8-202,285.0,,2009
233-11,733.0,,2009
370-B,927.0,,2009
PH 3A,4416.0,,2009
00026,630.0,,2009
449-6,515.0,,2009
380-5,1125.0,,2009
03R-6,802.0,,2009
789-1,1991.0,,2009
07-13,688.0,,2009
048-1,1440.0,,2009
07C-6,742.0,,2009
00721,4997.0,,2009
10M-6,1182.0,,2009
0001B,48641.0,,2009
PENT.,1176.0,,2009
2-504,679.0,,2009
1661-6,1400.0,,2009
144-2,1469.0,,2009
15F-8,806.0,,2009
PENTHS,1850.0,,2009
00TWO,3484.0,,2009
PS-222,0.0,,2009
247-42,559.0,,2009
A-002,1302.0,,2009
0II-7,1380.0,,2009
020-J,590.0,,2009
031-B,2225.0,,2009
24-122,1535.0,,2009
141-23,415.0,,2009
06A &,730.0,,2009
02D-8,871.0,,2009
104-4,1056.0,,2009
0222B,5224.0,,2009
0PS-3,0.0,,2009
1880-7,540.0,,2009
09008,2217.0,,2009
00307,59188.0,,2009
0011D,9322.0,,2009
003-P,2920.0,,2009
27-2B,619.0,,2009
131-14,543.0,,2009
010-G,6666.0,,2009
140-17,646.0,,2009
002-9,1028.0,,2009
74-56,980.0,,2009
1714-2,727.0,,2009
W-46-4,775.0,,2009
437-22,314.0,,2009
36-46,760.0,,2009
236-1,1050.0,,2009
12-32,627.0,,2009
0A-11,2606.0,,2009
0004P,879.0,,2009
022-U,740.0,,2009
1870-5,700.0,,2009
071-6,450.0,,2009
0128B,868.0,,2009
483-84,330.0,,2009
0030A,3802.0,,2009
364-2,414.0,,2009
00080,4243.0,,2009
00015,1692.0,,2009
809-3,934.0,,2009
36-38,890.0,,2009
0402A,1142.0,,2009
97-11,1364.0,,2009
065-2,6021.0,,2009
108-2,1682.0,,2009
"418,420",3016.0,,2009
189-7,395.0,,2009
PH-DUP #2,4650.0,,2009
125-22,453.0,,2009
70-21,995.0,,2009
TH-02,1523.0,,2009
044-3,1888.0,,2009
0006N,2247.0,,2009
020-R,1745.0,,2009
311-14,556.0,,2009
7-401,670.0,,2009
PS-183,0.0,,2009
04-11,1536.0,,2009
0F-40,0.0,,2009
01811,980.0,,2009
0G-16,0.0,,2009
027-K,605.0,,2009
242-14,960.0,,2009
21B-8,833.0,,2009
6-201,614.0,,2009
17B-6,536.0,,2009
PS-173,0.0,,2009
039-E,860.0,,2009
159-3,915.0,,2009
800-32,730.0,,2009
0024C,6747.0,,2009
01711,980.0,,2009
36-33,760.0,,2009
65-09,1102.0,,2009
D-316,1164.0,,2009
0003S,3403.0,,2009
004/6,1197.0,,2009
PS-51,0.0,,2009
479-32,710.0,,2009
0PH-6,1762.0,,2009
043-4,3286.0,,2009
0PH23,1550.0,,2009
I-202,1556.0,,2009
800-17,655.0,,2009
28-16,408.0,,2009
238-9,907.0,,2009
H-101,2906.0,,2009
06-23,619.0,,2009
312-3,1558.0,,2009
D-420,1200.0,,2009
0002D,22799.0,,2009
021-7,402.0,,2009
0128G,815.0,,2009
242-1,1538.0,,2009
111-4,820.0,,2009
1629-3,404.0,,2009
70-54,595.0,,2009
202-B,4700.0,,2009
144-7,646.0,,2009
809-2,914.0,,2009
00923,907.0,,2009
1683-5,650.0,,2009
276-31,690.0,,2009
17F-8,806.0,,2009
04-42,625.0,,2009
0005L,1897.0,,2009
30-26,647.0,,2009
15-25,350.0,,2009
360-B1,395.0,,2009
1758-3,638.0,,2009
805-3,604.0,,2009
360-27,322.0,,2009
800-12,730.0,,2009
15-32,350.0,,2009
00222,9094.0,,2009
B-68-1,625.0,,2009
354-19,660.0,,2009
018-1,12624.0,,2009
E-303,1306.0,,2009
14K-8,1147.0,,2009
0C-82,0.0,,2009
020-E,1967.0,,2009
\11\12,1315.0,,2009
141-1A,1235.0,,2009
565-3,905.0,,2009
9-402,664.0,,2009
06-31,535.0,,2009
206-3A,2828.0,,2009
70-15,595.0,,2009
192-1,1847.0,,2009
338-4,665.0,,2009
000TH,3295.0,,2009
0038F,1930.0,,2009
015-K,1879.0,,2009
08H-6,802.0,,2009
COMM 5,0.0,,2009
35-22,420.0,,2009
194A-2,935.0,,2009
0G-46,0.0,,2009
018-E,4142.0,,2009
030-3,9514.0,,2009
00106,47571.0,,2009
114-16,391.0,,2009
16D-8,871.0,,2009
30-23,476.0,,2009
05C-6,742.0,,2009
00809,6830.0,,2009
181-1,1051.0,,2009
21-47,1339.0,,2009
010-J,2396.0,,2009
195-1,1552.0,,2009
0F-22,0.0,,2009
