zipcode,total_living_area,neighborhood
319-12,557.0,
PH223,2147.0,
1572-6,556.0,
00706,701.0,
00B12,2003.0,
105-C,877.0,
483-44,350.0,
0007D,9208.0,
0B-23,785.0,
33-10,390.0,
008-H,4210.0,
016-5,2108.0,
11B-8,833.0,
15-29,994.0,
09M-6,1182.0,
70-11B,875.0,
08-12,2856.0,
00321,13525.0,
027-4,1594.0,
364-7,504.0,
29-203,727.0,
C-126,0.0,
483-52,690.0,
PS-33,0.0,
00445,1643.0,
144-28,646.0,
011-5,6814.0,
002-I,2022.0,
024-3,4311.0,
1665-5,298.0,
25-202,803.0,
1872-2,440.0,
0B-3B,938.0,
002-N,2626.0,
00038,27088.0,
31A-2,537.0,
07E-8,1119.0,
57R-1,280.0,
036-1,4504.0,
003-A,34425.0,
125-33,375.0,
74-32,425.0,
04-44,696.0,
F-303,1306.0,
120-15,1286.0,
140-14,684.0,
C2-303,693.0,
10&11,0.0,
0118G,1377.0,
311-2,451.0,
380-2,928.0,
11-22,1100.0,
0O-12,0.0,
00192,3058.0,
1641-6,545.0,
0B-13,3680.0,
800-15,604.0,
00738,0.0,
W-39-4,775.0,
246-7,907.0,
219-1A,740.0,
00L-2,0.0,
020-L,605.0,
1999-2,565.0,
245-41,690.0,
01707,829.0,
PS-168,0.0,
073-2,1854.0,
125-34,443.0,
W-19-1,575.0,
00412,24294.0,
0165B,991.0,
00701,1057.0,
0405W,2415.0,
0R-2B,1053.0,
0C-87,0.0,
00147,2678.0,
791-3,606.0,
D-118,1184.0,
00088,482.0,
026-8,1382.0,
1269-1,418.0,
B-70-6,780.0,
00511,980.0,
52-47,416.0,
24-19,552.0,
0B-3E,850.0,
B-604,1141.0,
21-1B,262.0,
100-10,765.0,
1161-1,650.0,
00426,4916.0,
B-34-3,780.0,
00344,0.0,
0119A,1125.0,
06K-6,542.0,
280-24,690.0,
386-2,934.0,
0289A,1622.0,
207-3,825.0,
04B-8,833.0,
36 1/4,405.0,
15D-6,1205.0,
794-1,1066.0,
038-5,1339.0,
315-16,556.0,
121-6,820.0,
200-12,0.0,
B-18-4,780.0,
483-95,680.0,
0218C,4636.0,
051-6,2080.0,
1880-4,780.0,
D-201,4222.0,
0IX-3,1050.0,
NR-3E,0.0,
276-22,690.0,
037-9,660.0,
00807,12347.0,
58-12,600.0,
016-P,2394.0,
118-21,485.0,
00212,868.0,
3-402,541.0,
A-405,1711.0,
290-43,685.0,
A-605,1079.0,
0018E,4323.0,
PS-182,0.0,
1657-2,1300.0,
141-44,415.0,
C-605,2047.0,
10H-8,1413.0,
B-46-2,780.0,
3-204,325.0,
99-12,740.0,
145-24,610.0,
030-C,1789.0,
198-6,366.0,
483-24,330.0,
00912,984.0,
004-L,3078.0,
000P7,0.0,
0051C,730.0,
19-12,784.0,
00070,364.0,
0G-78,0.0,
28-03,578.0,
317-6,700.0,
301-14,526.0,
0001R,22005.0,
079-2,528.0,
063-5,1649.0,
TH-13,1154.0,
309-9,700.0,
418-3,457.0,
00119,5115.0,
4-205,436.0,
PH203,1650.0,
211-24,730.0,
038-C,1226.0,
001-A,32457.0,
023-2,9526.0,
0015D,4569.0,
082-4,441.0,
247-21,527.0,
B-74-6,780.0,
W-23-4,575.0,
00L-D,408.0,
1269-8,815.0,
800-6,520.0,
D-414,867.0,
T-210,872.0,
0023D,4379.0,
1267-5,779.0,
137-31,440.0,
001-L,2089.0,
12A-8,833.0,
1165-1,742.0,
006-I,1056.0,
1251-3,968.0,
PS-46,0.0,
62-41,819.0,
02-11,1290.0,
93-11,896.0,
01514,972.0,
1269-3,689.0,
00046,33332.0,
31-21,353.0,
0R-5H,1120.0,
1576-4,310.0,
0G-57,0.0,
48-36,652.0,
112-4,825.0,
01511,980.0,
301-7,1112.0,
0F211,1220.0,
0N-65,0.0,
0012A,930.0,
00611,22850.0,
01712,984.0,
0010D,7556.0,
00055,25347.0,
311-1,618.0,
1875-6,1882.0,
00509,26548.0,
00514,16755.0,
07L-6,542.0,
1 PS2,635.0,
229-12,727.0,
0037B,4256.0,
66-61,835.0,
0006J,531.0,
0486A,1560.0,
0PH-4,6136.0,
239-22,690.0,
0G101,716.0,
00539,0.0,
100-14,765.0,
032-C,1623.0,
320-2,928.0,
0R-1F,817.0,
0001E,14761.0,
00607,34010.0,
006-A,16460.0,
08018,1661.0,
594-5,624.0,
1762-5,750.0,
290-21,685.0,
035-5,2626.0,
0N-85,0.0,
0F111,1220.0,
069-6,2119.0,
0091E,746.0,
004-D,12036.0,
251-B,1572.0,
04-31,638.0,
015-1,10468.0,
C1-407,1119.0,
216-1,1580.0,
7 PS 7,670.0,
192-4,0.0,
483-61,765.0,
246-5,582.0,
09017,2199.0,
0I-19,1380.0,
3-403,458.0,
3-505,497.0,
70-12,425.0,
1653-8,1400.0,
054-7,560.0,
66-15,592.0,
B-205,1396.0,
102-8,0.0,
36-15,890.0,
29-304,720.0,
RESIDENTIAL,179769.0,
007-R,5532.0,
1754-7,638.0,
08-21,1862.0,
59-B1,600.0,
G-102,3856.0,
0C-20,0.0,
114-1,1167.0,
W-40-5,770.0,
211-22,730.0,
000C1,877.0,
317-1,618.0,
F-101,1469.0,
449-4,515.0,
00138,3428.0,
0F302,812.0,
I-501,1554.0,
0O-23,0.0,
00B-D,1316.0,
PS-82,0.0,
00084,364.0,
1-222,1696.0,
00A-8,5182.0,
483-14,305.0,
REST.,0.0,
STORE1,0.0,
70-55,425.0,
0021C,6119.0,
1736-A,730.0,
1673-5,335.0,
000B1,687.0,
0F509,802.0,
00B-2,19529.0,
32-10,1297.0,
C-206,1740.0,
19-76,1535.0,
0E-90,1993.0,
00709,1053.0,
065-6,2822.0,
57-B2,660.0,
249-45,386.0,
00N20,0.0,
2-401,513.0,
25-203,720.0,
005-9,2189.0,
00302,708.0,
T-208,883.0,
067-9,576.0,
5-305,513.0,
0121B,4100.0,
00696,1146.0,
0C-14,370.0,
43-B1,760.0,
B-44-2,625.0,
0855B,0.0,
STORE,392.0,
PS-72,0.0,
003-4,14444.0,
B-304,1791.0,
70-41,995.0,
00917,1816.0,
J-501,2173.0,
1468-2,1334.0,
077-6,895.0,
58-G1,1075.0,
099-3,2814.0,
0U-4A,0.0,
PH1702,3618.0,
0067D,898.0,
0PH13,3606.0,
141-43,415.0,
145-42,910.0,
14F-8,806.0,
56-14,835.0,
36-12,550.0,
B-68-3,625.0,
0G-37,0.0,
00166,2838.0,
0026B,6992.0,
0G-84,0.0,
02A-6,802.0,
00153,1649.0,
053-6,600.0,
0402B,575.0,
11-3F,404.0,
06-24,631.0,
02-45,377.0,
1762-7,635.0,
00004,8292.0,
0121F,898.0,
00844,425.0,
65-03,1102.0,
B-14-4,780.0,
386-3,1125.0,
0019H,2450.0,
077-4,581.0,
28-20,449.0,
238-14,893.0,
957-3,1193.0,
171-16,1298.0,
116-7,1346.0,
1722-5,761.0,
134-2,1000.0,
PS-190,0.0,
4A-72,1717.0,
1746-4,630.0,
310-1,649.0,
0PH1D,1597.0,
13-2B,560.0,
0PS-1,0.0,
1999-7,940.0,
0204W,3018.0,
032-6,2492.0,
1157-4,830.0,
TH-09,1776.0,
00P-4,1270.0,
00071,14392.0,
141-36,765.0,
315-4,556.0,
52-35,884.0,
132-A,617.0,
632 &,1872.0,
00A-2,11317.0,
B-16-6,625.0,
246-4B,640.0,
00531,2605.0,
C1-101,1117.0,
00564,760.0,
01105,5329.0,
1-202,338.0,
08K-8,1147.0,
185-5,697.0,
0VI-9,1050.0,
122-19,393.0,
04E-6,1179.0,
27612A,690.0,
00519,12222.0,
C-405,1778.0,
032-4,2520.0,
246 &,582.0,
43-15,396.0,
00190,265.0,
1572-8,556.0,
01004,12010.0,
1637-3,404.0,
00628,3840.0,
W-19-2,575.0,
1653-B,1195.0,
290-22,685.0,
0031C,6102.0,
0N-12,0.0,
J-301,2274.0,
022-F,2655.0,
00518,10737.0,
0024E,4096.0,
C2-103,697.0,
0F610,1395.0,
0PH1H,1574.0,
200-7,0.0,
000M2,0.0,
184-2,1931.0,
22-11,225.0,
00808,7857.0,
176-3,592.0,
126-2,670.0,
107-3 PS 3,1166.0,
PS-94,0.0,
140-34,684.0,
04C-8,1147.0,
00029,36698.0,
075-A,671.0,
195-2,1552.0,
PH1603,3118.0,
0L-11,0.0,
0026H,2450.0,
0059C,730.0,
088-5,877.0,
112-S,0.0,
173-2,822.0,
J-502,1503.0,
00004,558.0,
0006A,35650.0,
099-5,1850.0,
131-2,2533.0,
00N25,0.0,
00794,1211.0,
140-26,488.0,
161-4,1056.0,
4-504,343.0,
0G-94,0.0,
515-A,0.0,
01109,4146.0,
038-A,749.0,
00798,1216.0,
65-12,1191.0,
031-F,1638.0,
00167,485.0,
0110J,4118.0,
W-29-4,775.0,
00409,35059.0,
317-7,700.0,
PS-47,0.0,
0023E,4104.0,
0037E,4126.0,
00002,2038.0,
00847,633.0,
122-4,575.0,
001-F,3063.0,
185-1,1338.0,
322-3,1203.0,
1661-2,1300.0,
11O-6,742.0,
W-33-2,575.0,
0061C,730.0,
00N-4,0.0,
05B-8,833.0,
246-3,470.0,
0093A,1506.0,
017-P,1120.0,
129-4,1055.0,
010-E,6269.0,
0194A,1247.0,
00214,20691.0,
137-6,1185.0,
352-16,858.0,
0PH1A,1596.0,
70-25,425.0,
2-501,508.0,
125-11,1075.0,
364-27,350.0,
11F-6,542.0,
097-8,1169.0,
099-6,1860.0,
B-14-5,780.0,
130-1,1250.0,
1-301,528.0,
065-A,1030.0,
00725,3848.0,
118-1,1574.0,
061-1,760.0,
01708,706.0,
00526,2743.0,
249-03,524.0,
118-35,485.0,
024-B,3785.0,
008-6,2799.0,
07 ES,2759.0,
08H-8,1413.0,
041-3,5468.0,
198-12,456.0,
82-#1,677.0,
0G-48,0.0,
2003-9,522.0,
100-2,5523.0,
33-44,889.0,
483-64,350.0,
089-2,1255.0,
112-2,821.0,
D-504,1059.0,
012-1,8900.0,
57-11,735.0,
018-S,735.0,
32-21,346.0,
A-108,708.0,
08-33,855.0,
055-3,4260.0,
74-54,595.0,
00619,6685.0,
068-3,1390.0,
249-21,763.0,
0PS-2,0.0,
11R-6,802.0,
09-89,1230.0,
0068A,1598.0,
0312A,0.0,
142-1,1269.0,
9-302,283.0,
007-F,6226.0,
W-44-4,775.0,
027-7,800.0,
034-F,3620.0,
1949-4,365.0,
051-8,1316.0,
D-521,768.0,
0000E,494.0,
023-4,5136.0,
D-214,853.0,
01394,0.0,
00193,1887.0,
B-702,1505.0,
PS-76,0.0,
4-505,520.0,
0G-28,0.0,
022-6,2486.0,
201-6,0.0,
PS-161,0.0,
C2-207,1093.0,
131-31,302.0,
036-G,1231.0,
023-7,832.0,
0A-27,830.0,
06D-6,1205.0,
00311,30492.0,
0068B,1598.0,
125-12,1769.0,
145-36,615.0,
6-204,334.0,
027-T,675.0,
28-05,428.0,
66-11,504.0,
00A-5,10310.0,
352-5,858.0,
324-1,400.0,
01403,6937.0,
7-20A,430.0,
B-12-3,625.0,
798-4,922.0,
100-3,4479.0,
66-46,609.0,
178-6,610.0,
66-44,573.0,
H-201,1487.0,
057-1,3699.0,
011-A,12577.0,
0126F,872.0,
0120E,786.0,
590-9,720.0,
040-B,1640.0,
315-11,700.0,
00X-5,1380.0,
1254-3,568.0,
0PH2B,4270.0,
D-403,1122.0,
E-102,1481.0,
360-11,745.0,
W-20-4,775.0,
046-6,1559.0,
PS-217,0.0,
B-74-4,780.0,
045-1,2439.0,
00910,706.0,
0B-3A,935.0,
00A-B,603.0,
22-18,600.0,
040-3,2512.0,
000G1,2650.0,
35-12A,1135.0,
08J-6,802.0,
0G-47,0.0,
1568-B,1391.0,
125-41,574.0,
13-2C,624.0,
008-P,2860.0,
01013,2279.0,
60-11,620.0,
076-3,2333.0,
W-38-5,575.0,
30-1A,1433.0,
65-19,1191.0,
T-403,883.0,
80A-1,1050.0,
PS-216,0.0,
210-4,1761.0,
237-B,1286.0,
70-17,910.0,
000B5,2604.0,
00707,829.0,
PS-192,0.0,
0B-59,1849.0,
131-10,356.0,
483-54,350.0,
00802,21338.0,
008-L,2837.0,
0002J,2985.0,
00075,795.0,
0N-18,0.0,
36-37,495.0,
034-1,2641.0,
4-103,418.0,
8-140,1294.0,
171-6,1243.0,
012-T,675.0,
0G-35,0.0,
PM205,945.0,
0305E,3175.0,
0003D,26776.0,
08-43,862.0,
1669-5,336.0,
12/13,1160.0,
0F504,1066.0,
364-18,322.0,
0F412,1441.0,
033-D,750.0,
6-503,520.0,
178-12,610.0,
36-16,760.0,
00339,1675.0,
124-3,1058.0,
018-T,675.0,
5-304,348.0,
140-2,3575.0,
000LL,977.0,
481-24,820.0,
0207B,0.0,
W-22-5,775.0,
04 &5,1336.0,
141-24,415.0,
PS-231,0.0,
15-68,1182.0,
023-K,605.0,
138-3,813.0,
093-2,1392.0,
0611A,1552.0,
449-7,530.0,
315-2,451.0,
33-45,1351.0,
1560-9,306.0,
125-2,2868.0,
00PH9,5041.0,
0003L,7278.0,
70-11,910.0,
00627,1720.0,
158-2,827.0,
089-B,770.0,
790-23,730.0,
0R-3F,902.0,
0R-1B,995.0,
007-Q,330.0,
319-1,660.0,
084-8,877.0,
0B-2E,850.0,
007-M,3569.0,
J-101,2061.0,
14A03,1218.0,
169-2,2316.0,
364-5,322.0,
479-41,780.0,
352-17,274.0,
360-7,504.0,
005-1,16226.0,
0039G,1215.0,
024-7,1771.0,
20G-8,589.0,
249-42,749.0,
00508,31177.0,
0G-50,0.0,
16J-8,871.0,
033-8,390.0,
0IV-3,1050.0,
0PH-3,3882.0,
00136,3368.0,
1872-3,625.0,
198-7,384.0,
D-612,1043.0,
0R-2A,723.0,
008-K,2141.0,
70-10,470.0,
315-8,556.0,
0N-10,0.0,
A-003,1138.0,
22-61,1535.0,
483-62,690.0,
418-2,445.0,
009-H,6318.0,
1734-6,769.0,
028-8,739.0,
B-72-1,625.0,
14E-8,1119.0,
483-16,600.0,
00B-F,330.0,
J-201,2284.0,
02-23,619.0,
57R-3,302.0,
112-3,827.0,
017-4,5892.0,
0402W,1998.0,
594-1,624.0,
001-3,10241.0,
145-2,1456.0,
00N28,0.0,
0C-24,0.0,
21-2A,506.0,
NR-3F,0.0,
957-1,1091.0,
62-55,648.0,
38-10,507.0,
097-4,1214.0,
B-406,697.0,
08B-6,536.0,
034-2,3394.0,
R-122,0.0,
00209,43372.0,
00207,57253.0,
01801,2488.0,
354-8,660.0,
0B-4D,660.0,
0126B,875.0,
46-11,944.0,
0PH01,2972.0,
005-N,3189.0,
B-40-5,625.0,
04E-8,1119.0,
481-33,730.0,
319-7,526.0,
178-3,1710.0,
223-1,1352.0,
00720,5257.0,
050-1,3932.0,
022-N,770.0,
12-AB,1050.0,
1945-7,370.0,
31-23,553.0,
132-5,0.0,
1746-7,625.0,
38-14,507.0,
23F-8,806.0,
1161-5,826.0,
0C-80,0.0,
120-10,1114.0,
144-32,646.0,
12-101,1266.0,
36R-4,615.0,
075-5,726.0,
108-1,1892.0,
0014G,4833.0,
228-1B,2916.0,
00059,448.0,
13-2A,0.0,
002-3,15834.0,
317-17,610.0,
003-J,2394.0,
228-2D,2439.0,
141-33,415.0,
0019A,8156.0,
C-110,0.0,
0040B,1623.0,
PS-151,0.0,
319-3,345.0,
0009E,7777.0,
142-14,488.0,
0024H,2447.0,
319-18,485.0,
1633-3,404.0,
43-18,509.0,
PS-45,0.0,
45-B1,600.0,
00398,927.0,
B-24-2,780.0,
025-E,1961.0,
01409,3088.0,
206-3B,2944.0,
00C-7,6283.0,
1645-2,329.0,
1258-6,546.0,
3-301,697.0,
00446,1452.0,
029-9,686.0,
384-A,600.0,
08-22,1018.0,
00096,5667.0,
PH1802,3512.0,
1269-7,427.0,
0N-86,0.0,
23-110,1289.0,
65-21,1069.0,
0041A,4183.0,
0A2-2,470.0,
01-1A,360.0,
047-3,4244.0,
022-A,2514.0,
118-17,564.0,
096-1,3631.0,
038-H,884.0,
0F303,1152.0,
111-9,635.0,
011-P,2860.0,
31A-A,508.0,
483-94,320.0,
32-02,329.0,
200-14,0.0,
050-9,790.0,
116-18,613.0,
0029F,1633.0,
16P-6,542.0,
006-7,3474.0,
B-493,0.0,
008OD,919.0,
00218,14099.0,
00337,3578.0,
0F103,1152.0,
RETAIL1,0.0,
0/5/6,1310.0,
25-303,720.0,
384-4,1125.0,
0G-52,0.0,
69-18,1052.0,
7-302,674.0,
19J-8,871.0,
PM209,1230.0,
071-2,1189.0,
36F-1,365.0,
PS-144,0.0,
483-76,475.0,
161-1,1053.0,
PS-154,0.0,
203-8,0.0,
PH215,2483.0,
144-11,646.0,
04-43,714.0,
T-307,883.0,
20-72,1266.0,
110-6,1345.0,
70-3B,440.0,
35-15,347.0,
B-106,1839.0,
C1-405,994.0,
00368,976.0,
0A2-1,470.0,
00717,6456.0,
00058,670.0,
W-37-4,575.0,
1872-1,530.0,
B-603,1257.0,
1641-9,407.0,
317-8,556.0,
00031,536.0,
056-3,1976.0,
PS-194,0.0,
08 ES,2759.0,
150-1,1051.0,
PS-189,0.0,
080-6,1152.0,
C2-102,1107.0,
000D5,495.0,
8-403,682.0,
038-G,1210.0,
038-D,752.0,
022-9,550.0,
22-16,275.0,
0BSMT,943.0,
009-8,1049.0,
386-6,1125.0,
1870-9,700.0,
045-5,1320.0,
354-18,660.0,
B-20-1,780.0,
1474-2,1534.0,
23-115,1351.0,
0B-1E,815.0,
026-1,9417.0,
1466-2,1383.0,
11-6A,585.0,
UN1200,2412.0,
00014,905.0,
324-5,485.0,
89-10,415.0,
26-10,923.0,
008-2,4489.0,
0G-27,0.0,
1641-1,628.0,
377-1,641.0,
C-130,0.0,
005-H,3395.0,
0006B,30467.0,
032-7,1447.0,
313-10,556.0,
185-6,345.0,
00N-1,0.0,
C2-406,1051.0,
24-10,1940.0,
B-42-5,780.0,
00V-1,1050.0,
5 WCOR,894.0,
0A-31,881.0,
231-3,903.0,
2-220,1962.0,
1665-4,484.0,
W-24-4,575.0,
01604,2188.0,
11C-8,1147.0,
000A3,6744.0,
59-09,767.0,
106-1B,710.0,
00561,620.0,
00174,580.0,
121-4,1443.0,
I-401,2279.0,
D-516,1151.0,
024-9,734.0,
16-88,1266.0,
000GG,0.0,
55-03,860.0,
0030B,5374.0,
0G-14,0.0,
C-306,1876.0,
125-39,576.0,
049-4,1927.0,
144-38,646.0,
11-2F,404.0,
01118,1695.0,
008-B,7059.0,
01006,7746.0,
006-H,4552.0,
023-N,770.0,
056-2,1876.0,
095-4,1691.0,
166-3,1620.0,
04A-8,833.0,
120-16,386.0,
7-154,1266.0,
001/2,5048.0,
00L-E,0.0,
09F-6,542.0,
00016,135930.0,
031-8,885.0,
F-402,1460.0,
052-1,2462.0,
0407W,1496.0,
05J-8,871.0,
00093,4902.0,
29-14,568.0,
00726,1683.0,
0027C,9171.0,
0O-18,0.0,
00034,63062.0,
36-48,890.0,
0D-2A,0.0,
161-2,1049.0,
07O-6,742.0,
55-01,718.0,
J-402,1504.0,
24-124,1535.0,
0B-2B,938.0,
000BR,1277.0,
009-F,5714.0,
317-5,306.0,
004-T,591.0,
1718-8,772.0,
0085E,898.0,
0PH15,1110.0,
00CS3,0.0,
57F-3,606.0,
313-6,700.0,
02-41,535.0,
00818,2485.0,
00082,2927.0,
PH226,2097.0,
005-3,14550.0,
019-T,675.0,
3-203,452.0,
0103E,2979.0,
014-H,2676.0,
100-1,4256.0,
11-5A,680.0,
115-2,740.0,
144-4,825.0,
1572-7,306.0,
C-301,1818.0,
0021D,5061.0,
117-2,823.0,
00906,701.0,
145-4,1630.0,
0032H,2482.0,
00843,738.0,
0018B,9887.0,
0A-32,803.0,
0PH04,3346.0,
08A-6,802.0,
003BD,942.0,
003-R,6415.0,
185-15,730.0,
29-301,803.0,
00116,10746.0,
015-J,2396.0,
019-1,8427.0,
138-1,735.0,
07-15,1015.0,
0LNDY,0.0,
286-A,514.0,
989-1,1091.0,
3 PS 3,3545.0,
00644,1000.0,
084-3,1762.0,
00230,8702.0,
00C-6,5629.0,
30-35,478.0,
00205,1004.0,
000BA,0.0,
027-J,590.0,
023-E,1967.0,
314-3,2030.0,
16A-8,833.0,
36-A/B,2392.0,
0120H,847.0,
02-24,631.0,
18B-8,833.0,
65-01,914.0,
1868-4,620.0,
00224,6035.0,
247-41,527.0,
233-1,1718.0,
05-23,510.0,
0B-1C,767.0,
031-9,733.0,
03A-6,802.0,
1868-2,510.0,
1625-6,482.0,
126-3,670.0,
142-5,684.0,
022-M,590.0,
52-24,407.0,
00189,555.0,
D-310,1870.0,
01203,10815.0,
0007G,7309.0,
1641-7,353.0,
324-4,600.0,
1874-8,510.0,
008-9,2002.0,
024-M,590.0,
122-18,537.0,
154-2,1058.0,
033-C,1230.0,
17N-6,1205.0,
025-3,5600.0,
19-75,1535.0,
005-E,6477.0,
J-802,1850.0,
09010,929.0,
NR-3A,0.0,
04-26,1028.0,
1-220,1589.0,
097-6,1558.0,
009-C,9031.0,
185-10,697.0,
1680-3,1353.0,
80A-4,545.0,
215-2,1052.0,
144-1,1468.0,
0G-41,0.0,
4-301,726.0,
C2-309,1179.0,
17B-8,833.0,
06O-6,742.0,
PS-79,0.0,
017-G,3069.0,
106-1,1468.0,
00405,60430.0,
C1-406,1051.0,
118-9,389.0,
8-203,986.0,
11-11,2612.0,
010-R,2617.0,
1576-5,429.0,
790-6,520.0,
364-22,526.0,
265-E,1546.0,
PS-209,0.0,
021-M,590.0,
8-302,285.0,
144-36,684.0,
14M-6,1182.0,
0037C,4566.0,
3-102,725.0,
18E-8,1119.0,
00A-6,8584.0,
210-2A,2633.0,
170-2,1052.0,
018-3,11873.0,
56-G3,815.0,
854-1,1121.0,
229-5,695.0,
01202,12381.0,
00G-7,547.0,
6-305,574.0,
RETAIL2,0.0,
115 &,0.0,
00415,18534.0,
00825,617.0,
204-1,1056.0,
1W COR,511.0,
1576-1,375.0,
74-21,995.0,
166-1,1434.0,
PS-127,0.0,
15C-6,742.0,
2003-6,590.0,
011-E,8501.0,
D-207,2831.0,
01807,829.0,
W-32-3,775.0,
25-304,727.0,
00903,719.0,
018-C,4390.0,
011 &,310.0,
22J-8,871.0,
2-102,710.0,
33-35,1374.0,
004-M,2979.0,
06-43,619.0,
125-32,574.0,
1683-1,605.0,
301-4,1119.0,
0091A,1185.0,
111-11,740.0,
1625-3,349.0,
402-1,1185.0,
78-16,674.0,
01O4F,746.0,
11-12A,431.0,
211-32,730.0,
024-N,770.0,
6-405,577.0,
A-305,1708.0,
055-B,0.0,
0490B,1560.0,
026-6,3050.0,
27-2A,542.0,
1738-5,760.0,
016-4,3302.0,
790-29,740.0,
338-B,570.0,
01804,2190.0,
034-G,972.0,
R-123,0.0,
0087E,898.0,
0122F,866.0,
01515,4022.0,
05-21,670.0,
70-9B,440.0,
00431,4160.0,
1657-B,1195.0,
247-01,464.0,
194-1,2560.0,
0227B,1954.0,
002-1,14845.0,
PENT HOUSE,4864.0,
354-24,660.0,
00704,1019.0,
E-302,1478.0,
352-15,580.0,
00407,47303.0,
1468-3,1334.0,
007-1,12356.0,
8-129,1366.0,
0107E,2466.0,
00215,20547.0,
11-20,480.0,
0027P,3743.0,
1629-2,670.0,
007-3,9141.0,
422-1,411.0,
10R-6,802.0,
00739,0.0,
00079,2801.0,
09004,1246.0,
178-5,810.0,
020-4,2301.0,
040-9,825.0,
055-2,2698.0,
0F209,802.0,
123 &,0.0,
142-22,646.0,
000B2,10811.0,
35-14,1076.0,
08F-8,806.0,
00724,2231.0,
1868-7,620.0,
"401,403",2838.0,
0005C,31387.0,
097-1,1389.0,
00051,52305.0,
1258-3,546.0,
78-12,674.0,
6-491,866.0,
246-1B,1324.0,
0G-33,0.0,
0310B,0.0,
04-32,626.0,
00535,2031.0,
1870-A,1300.0,
16G-6,536.0,
0003Q,856.0,
141-3,3070.0,
0035C,6080.0,
70-32,425.0,
0PH03,3347.0,
280-14,690.0,
C-116,0.0,
1758-5,835.0,
B-22-4,780.0,
16A-6,802.0,
596-4,624.0,
016-T,675.0,
00044,48990.0,
019-G,1801.0,
11-17,1348.0,
065-4,5932.0,
1254-6,560.0,
08-13,604.0,
360-19,504.0,
00812,984.0,
021-B,4645.0,
65-27,338.0,
051-7,1218.0,
F-301,1472.0,
1625-8,350.0,
36-1A,1350.0,
034-D,752.0,
009-D,5997.0,
238-3,1472.0,
00308,50374.0,
141-2B,965.0,
352-12,280.0,
D-215,1402.0,
PS-84,0.0,
01310,2315.0,
48-25,884.0,
59-07,553.0,
077-5,509.0,
00505,53281.0,
008-7,2636.0,
05M-6,1182.0,
0A-15,699.0,
011-2,9873.0,
004-G,7035.0,
07B-6,536.0,
196A2,1030.0,
0020E,4130.0,
1653-3,1400.0,
29-306,785.0,
0F305,729.0,
8-134,1282.0,
001OA,730.0,
125-16,443.0,
043-7,1589.0,
09C-6,742.0,
05-31,1290.0,
02B-2,776.0,
483-85,635.0,
5A-7O&,4035.0,
0115G,566.0,
00PH7,5279.0,
B-46-4,780.0,
0103F,898.0,
247-44,391.0,
27R-5,605.0,
009-A,9992.0,
012-B,9740.0,
073-1,1082.0,
A-301,3865.0,
8-404,686.0,
00610,706.0,
073-6,951.0,
1625-9,486.0,
102-S,0.0,
66-66,609.0,
1714-6,769.0,
0U-3A,0.0,
B-38-1,780.0,
15-22,730.0,
114-10,360.0,
00122,4962.0,
0F105,729.0,
437-12,963.0,
0N-44,0.0,
COM.B,0.0,
070-A,260.0,
068-1,2361.0,
232-1A,2614.0,
29-102,791.0,
0NM51,1285.0,
0F-49,0.0,
05-22,540.0,
1746-5,765.0,
0110B,3436.0,
25-205,785.0,
00145,3510.0,
144-16,684.0,
029-C,1226.0,
W-37-2,575.0,
324-8,570.0,
104-C,0.0,
0059B,1216.0,
200-3,530.0,
1722-6,767.0,
T-203,883.0,
00C1B,0.0,
131-43,497.0,
0PH1F,2179.0,
H-102,1836.0,
020-H,1483.0,
W-34-2,775.0,
IV-10,1380.0,
62-56,707.0,
121-7,740.0,
00126,4245.0,
B-102,3082.0,
B-70-2,780.0,
249-1,1585.0,
155-1,614.0,
018-7,814.0,
246-9,582.0,
40-12,650.0,
56-15,1185.0,
7-163,1266.0,
608-S,0.0,
109-1,1317.0,
97-10,1134.0,
0C-18,0.0,
00502,71104.0,
VII-2,1380.0,
00334,3415.0,
000F2,0.0,
0303W,2353.0,
00068,5922.0,
00232,3559.0,
0N-52,0.0,
018-6,2596.0,
319-15,523.0,
0I-10,1050.0,
03-13,1290.0,
122-14,537.0,
239-32,690.0,
01608,706.0,
W-36-4,775.0,
011-U,740.0,
0C-1A,0.0,
058-3,2240.0,
0004I,668.0,
01408,2741.0,
099-9,1862.0,
397-B,0.0,
31A-3,536.0,
009-4,3787.0,
0003W,2432.0,
I-602,1521.0,
0855A,0.0,
13-102,1266.0,
03G-8,589.0,
225-21,730.0,
0124G,852.0,
0001O,1630.0,
0012C,4795.0,
B-34-2,780.0,
24-126,1483.0,
00062,416.0,
0043B,3077.0,
00711,980.0,
317-4,556.0,
003-6,2768.0,
128-4,825.0,
2-A &,677.0,
050-7,620.0,
030-H,1613.0,
0032G,2463.0,
00814,3176.0,
74-35,425.0,
015-7,1499.0,
076-A,591.0,
1653-6,1400.0,
9-201,952.0,
29012A,685.0,
1714-3,763.0,
089-9,550.0,
00C-3,8072.0,
1762-4,635.0,
140-15,488.0,
00025,281.0,
0L-10,0.0,
1870-3,610.0,
4-202,529.0,
317-14,556.0,
275-1,792.0,
103-2,1471.0,
018-9,814.0,
178-15,655.0,
1762-9,750.0,
171-8,1347.0,
334-10,675.0,
0N-89,0.0,
0CH-4,775.0,
4 NCOR,651.0,
B-42-3,780.0,
00067,482.0,
232-1C,2567.0,
035 &,0.0,
06E-6,1179.0,
